ENTREZID	SYMBOL	ENSEMBL	GENENAME
10810	WASF3	ENSG00000132970	WASP family member 3
2835	GPR12	ENSG00000132975	G protein-coupled receptor 12
219333	USP12	ENSG00000152484	ubiquitin specific peptidase 12
100874070	USP12-AS1	NA	USP12 antisense RNA 1
100874071	USP12-DT	NA	USP12 divergent transcript
102723332	LINC00412	NA	long intergenic non-protein coding RNA 412
6144	RPL21	ENSG00000122026	ribosomal protein L21
26771	SNORD102	ENSG00000207500	small nucleolar RNA, C/D box 102
619499	SNORA27	ENSG00000207051	small nucleolar RNA, H/ACA box 27
387496	RASL11A	ENSG00000122035	RAS like family 11 member A
2971	GTF3A	ENSG00000122034	general transcription factor IIIA
219402	MTIF3	ENSG00000122033	mitochondrial translational initiation factor 3
100873768	RNU6-63P	ENSG00000252499	RNA, U6 small nuclear 63, pseudogene
222484	LNX2	ENSG00000139517	ligand of numb-protein X 2
51082	POLR1D	ENSG00000186184	RNA polymerase I and III subunit D
219409	GSX1	ENSG00000169840	GS homeobox 1
100861550	PLUT	NA	PDX1 associated lncRNA, upregulator of transcription
3651	PDX1	ENSG00000139515	pancreatic and duodenal homeobox 1
432369	ATP5F1EP2	NA	ATP synthase F1 subunit epsilon pseudogene 2
1045	CDX2	ENSG00000165556	caudal type homeobox 2
646625	URAD	ENSG00000183463	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase
2322	FLT3	ENSG00000122025	fms related receptor tyrosine kinase 3
255967	PAN3	ENSG00000152520	poly(A) specific ribonuclease subunit PAN3
100288730	PAN3-AS1	NA	PAN3 antisense RNA 1
100873781	RNU6-82P	ENSG00000200840	RNA, U6 small nuclear 82, pseudogene
2321	FLT1	ENSG00000102755	fms related receptor tyrosine kinase 1
51371	POMP	ENSG00000132963	proteasome maturation protein
283537	SLC46A3	ENSG00000139508	solute carrier family 46 member 3
100873762	RNU6-53P	ENSG00000202237	RNA, U6 small nuclear 53, pseudogene
23281	MTUS2	ENSG00000132938	microtubule associated scaffold protein 2
100874107	MTUS2-AS1	NA	MTUS2 antisense RNA 1
6541	SLC7A1	ENSG00000139514	solute carrier family 7 member 1
5412	UBL3	ENSG00000122042	ubiquitin like 3
100874059	LINC00297	ENSG00000224329	long intergenic non-protein coding RNA 297
100861573	LINC00572	ENSG00000224405	long intergenic non-protein coding RNA 572
440131	LINC00544	NA	long intergenic non-protein coding RNA 544
84056	KATNAL1	ENSG00000102781	katanin catalytic subunit A1 like 1
100873769	RNU6-64P	ENSG00000252928	RNA, U6 small nuclear 64, pseudogene
100188949	LINC00426	ENSG00000238121	long intergenic non-protein coding RNA 426
103724387	LINC01058	NA	long intergenic non-protein coding RNA 1058
3146	HMGB1	ENSG00000189403	high mobility group box 1
10208	USPL1	ENSG00000132952	ubiquitin specific peptidase like 1
100189036	TRN-GTT2-4	NA	tRNA-Asn (anticodon GTT) 2-4
241	ALOX5AP	ENSG00000132965	arachidonate 5-lipoxygenase activating protein
100874158	LINC00398	ENSG00000237879	long intergenic non-protein coding RNA 398
440132	LINC00545	ENSG00000236094	long intergenic non-protein coding RNA 545
100507064	TEX26-AS1	ENSG00000224743	TEX26 antisense RNA 1
84935	MEDAG	ENSG00000102802	mesenteric estrogen dependent adipogenesis
122046	TEX26	ENSG00000175664	testis expressed 26
10808	HSPH1	ENSG00000120694	heat shock protein family H (Hsp110) member 1
145173	B3GLCT	ENSG00000187676	beta 3-glucosyltransferase
122042	RXFP2	ENSG00000133105	relaxin family peptide receptor 2
196549	EEF1DP3	NA	eukaryotic translation elongation factor 1 delta pseudogene 3
100507099	FRY-AS1	NA	FRY antisense RNA 1
10129	FRY	ENSG00000073910	FRY microtubule binding protein
646799	ZAR1L	ENSG00000189167	zygote arrest 1 like
675	BRCA2	ENSG00000139618	BRCA2 DNA repair associated
90634	N4BP2L1	ENSG00000139597	NEDD4 binding protein 2 like 1
10443	N4BP2L2	ENSG00000244754	NEDD4 binding protein 2 like 2
100462953	MICOS10P1	NA	MICOS10 pseudogene 1
116828	N4BP2L2-IT2	ENSG00000281026	N4BPL2 intronic transcript 2
23047	PDS5B	ENSG00000083642	PDS5 cohesin associated factor B
100874167	LINC00423	NA	long intergenic non-protein coding RNA 423
101927403	NA	NA	NA
9365	KL	ENSG00000133116	klotho
90627	STARD13	ENSG00000133121	StAR related lipid transfer domain containing 13
100874241	STARD13-AS	ENSG00000236581	STARD13 antisense RNA
5983	RFC3	ENSG00000133119	replication factor C subunit 3
100874179	LINC00457	ENSG00000225179	long intergenic non-protein coding RNA 457
26960	NBEA	ENSG00000172915	neurobeachin
4081	MAB21L1	ENSG00000180660	mab-21 like 1
9201	DCLK1	ENSG00000133083	doublecortin like kinase 1
100526761	CCDC169-SOHLH2	ENSG00000250709	CCDC169-SOHLH2 readthrough
54937	SOHLH2	ENSG00000120669	spermatogenesis and oogenesis specific basic helix-loop-helix 2
728591	CCDC169	ENSG00000242715	coiled-coil domain containing 169
100873774	RNU6-71P	ENSG00000207203	RNA, U6 small nuclear 71, pseudogene
23111	SPART	ENSG00000133104	spartin
100507135	SPART-AS1	ENSG00000120664	SPART antisense RNA 1
8900	CCNA1	ENSG00000133101	cyclin A1
400120	SERTM1	ENSG00000180440	serine rich and transmembrane domain containing 1
4093	SMAD9	ENSG00000120693	SMAD family member 9
5994	RFXAP	ENSG00000133111	regulatory factor X associated protein
29880	ALG5	ENSG00000120697	ALG5 dolichyl-phosphate beta-glucosyltransferase
11340	EXOSC8	ENSG00000120699	exosome component 8
55578	SUPT20H	ENSG00000102710	SPT20 homolog, SAGA complex component
122011	CSNK1A1L	ENSG00000180138	casein kinase 1 alpha 1 like
103695431	LINC01048	ENSG00000230390	long intergenic non-protein coding RNA 1048
400121	LINC00547	ENSG00000275226	long intergenic non-protein coding RNA 547
10631	POSTN	ENSG00000133110	periostin
7223	TRPC4	ENSG00000133107	transient receptor potential cation channel subfamily C member 4
100874188	LINC00571	ENSG00000223685	long intergenic non-protein coding RNA 571
51569	UFM1	ENSG00000120686	ubiquitin fold modifier 1
101929121	LINC00437	NA	long intergenic non-protein coding RNA 437
100874147	LINC00366	NA	long intergenic non-protein coding RNA 366
341640	FREM2	ENSG00000150893	FRAS1 related extracellular matrix 2
100873764	RNU6-56P	ENSG00000252795	RNA, U6 small nuclear 56, pseudogene
161003	STOML3	ENSG00000133115	stomatin like 3
80209	PROSER1	ENSG00000120685	proline and serine rich 1
387921	NHLRC3	ENSG00000188811	NHL repeat containing 3
10186	LHFPL6	ENSG00000183722	LHFPL tetraspan subfamily member 6
105370296	NA	NA	NA
57511	COG6	ENSG00000133103	component of oligomeric golgi complex 6
100422940	MIR4305	ENSG00000264171	microRNA 4305
105370172	NA	NA	NA
100874127	LINC00332	NA	long intergenic non-protein coding RNA 332
400123	LINC00548	ENSG00000215483	long intergenic non-protein coding RNA 548
646982	LINC00598	ENSG00000215483	long intergenic non-protein coding RNA 598
2308	FOXO1	ENSG00000150907	forkhead box O1
100313896	MIR320D1	NA	microRNA 320d-1
10240	MRPS31	ENSG00000102738	mitochondrial ribosomal protein S31
10166	SLC25A15	ENSG00000102743	solute carrier family 25 member 15
100616668	TPTE2P5	NA	TPTE2 pseudogene 5
693206	MIR621	ENSG00000207652	microRNA 621
283507	SUGT1P3	ENSG00000290464	SUGT1 pseudogene 3
1997	ELF1	ENSG00000120690	E74 like ETS transcription factor 1
100189333	TRE-TTC1-2	NA	tRNA-Glu (anticodon TTC) 1-2
11193	WBP4	ENSG00000120688	WW domain binding protein 4
100422878	MIR3168	ENSG00000264226	microRNA 3168
89890	KBTBD6	ENSG00000165572	kelch repeat and BTB domain containing 6
101929140	KBTBD6-DT	ENSG00000278390	KBTBD6 divergent transcript
84078	KBTBD7	ENSG00000120696	kelch repeat and BTB domain containing 7
9617	MTRF1	ENSG00000120662	mitochondrial translation release factor 1
79612	NAA16	ENSG00000172766	N-alpha-acetyltransferase 16, NatA auxiliary subunit
100873765	RNU6-57P	ENSG00000223280	RNA, U6 small nuclear 57, pseudogene
100506759	OR7E37P	NA	olfactory receptor family 7 subfamily E member 37 pseudogene
28984	RGCC	ENSG00000102760	regulator of cell cycle
23078	VWA8	ENSG00000102763	von Willebrand factor A domain containing 8
100847026	MIR5006	ENSG00000284584	microRNA 5006
100507240	VWA8-AS1	ENSG00000278338	VWA8 antisense RNA 1 (head to head)
160851	DGKH	ENSG00000102780	diacylglycerol kinase eta
11215	AKAP11	ENSG00000023516	A-kinase anchoring protein 11
8600	TNFSF11	ENSG00000120659	TNF superfamily member 11
144809	FAM216B	ENSG00000179813	family with sequence similarity 216 member B
103689845	LINC01050	NA	long intergenic non-protein coding RNA 1050
104355147	LINC00428	NA	long intergenic non-protein coding RNA 428
94240	EPSTI1	ENSG00000133106	epithelial stromal interaction 1
29103	DNAJC15	ENSG00000120675	DnaJ heat shock protein family (Hsp40) member C15
100874159	LINC00400	NA	long intergenic non-protein coding RNA 400
55068	ENOX1	ENSG00000120658	ecto-NOX disulfide-thiol exchanger 1
100874130	ENOX1-AS2	NA	ENOX1 antisense RNA 2
160857	CCDC122	ENSG00000151773	coiled-coil domain containing 122
144811	LACC1	ENSG00000179630	laccase domain containing 1
121838	NRAD1	ENSG00000233725	non-coding RNA in the aldehyde dehydrogenase 1A pathway
101929212	SMIM2-AS1	ENSG00000227258	SMIM2 antisense RNA 1
79024	SMIM2	ENSG00000139656	small integral membrane protein 2
100874377	SMIM2-IT1	ENSG00000235285	SMIM2 intronic transcript 1
102465876	MIR8079	ENSG00000276319	microRNA 8079
105370297	LOC105370297	NA	uncharacterized LOC105370297
387923	SERP2	ENSG00000151778	stress associated endoplasmic reticulum protein family member 2
400128	TUSC8	ENSG00000237361	tumor suppressor candidate 8
8848	TSC22D1	ENSG00000102804	TSC22 domain family member 1
641467	TSC22D1-AS1	ENSG00000278156	TSC22D1 antisense RNA 1
144817	LINC00330	ENSG00000235097	long intergenic non-protein coding RNA 330
100189030	TRE-TTC2-1	NA	tRNA-Glu (anticodon TTC) 2-1
26747	NUFIP1	ENSG00000083635	nuclear FMR1 interacting protein 1
55425	GPALPP1	ENSG00000133114	GPALPP motifs containing 1
101929259	LOC101929259	NA	uncharacterized LOC101929259
2963	GTF2F2	ENSG00000188342	general transcription factor IIF subunit 2
100873773	RNU6-69P	NA	RNA, U6 small nuclear 69, pseudogene
386618	KCTD4	ENSG00000180332	potassium channel tetramerization domain containing 4
7178	TPT1	ENSG00000133112	tumor protein, translationally-controlled 1
677814	SNORA31	ENSG00000199477	small nucleolar RNA, H/ACA box 31
100190939	TPT1-AS1	NA	TPT1 antisense RNA 1
253512	SLC25A30	ENSG00000174032	solute carrier family 25 member 30
100874259	SLC25A30-AS1	ENSG00000251015	SLC25A30 antisense RNA 1
83548	COG3	ENSG00000136152	component of oligomeric golgi complex 3
220081	ERICH6B	ENSG00000165837	glutamate rich 6B
103752581	LINC01055	NA	long intergenic non-protein coding RNA 1055
220082	CBY2	ENSG00000174015	chibby family member 2
283514	SIAH3	ENSG00000215475	siah E3 ubiquitin protein ligase family member 3
23091	ZC3H13	ENSG00000123200	zinc finger CCCH-type containing 13
100509894	CPB2-AS1	ENSG00000235903	CPB2 antisense RNA 1
1361	CPB2	ENSG00000080618	carboxypeptidase B2
3936	LCP1	ENSG00000136167	lymphocyte cytosolic protein 1
220416	LRRC63	ENSG00000173988	leucine rich repeat containing 63
100861554	LINC00563	ENSG00000261097	long intergenic non-protein coding RNA 563
80183	RUBCNL	ENSG00000102445	rubicon like autophagy enhancer
100873772	RNU6-68P	ENSG00000252385	RNA, U6 small nuclear 68, pseudogene
101929344	LINC01198	ENSG00000231817	long intergenic non-protein coding RNA 1198
23143	LRCH1	ENSG00000136141	leucine rich repeats and calponin homology domain containing 1
2098	ESD	ENSG00000139684	esterase D
3356	HTR2A	ENSG00000102468	5-hydroxytryptamine receptor 2A
100874082	HTR2A-AS1	ENSG00000224517	HTR2A antisense RNA 1
100861549	LINC00562	ENSG00000260388	long intergenic non-protein coding RNA 562
8803	SUCLA2	ENSG00000136143	succinate-CoA ligase ADP-forming subunit beta
101929410	SUCLA2-AS1	NA	SUCLA2 antisense RNA 1
55270	NUDT15	ENSG00000136159	nudix hydrolase 15
29079	MED4	ENSG00000136146	mediator complex subunit 4
100873965	MED4-AS1	ENSG00000229111	MED4 antisense RNA 1
9445	ITM2B	ENSG00000136156	integral membrane protein 2B
100862704	RB1-DT	ENSG00000231473	RB1 divergent transcript
5925	RB1	ENSG00000139687	RB transcriptional corepressor 1
10161	LPAR6	ENSG00000139679	lysophosphatidic acid receptor 6
1102	RCBTB2	ENSG00000136161	RCC1 and BTB domain containing protein 2
100129597	LINC00462	ENSG00000233610	long intergenic non-protein coding RNA 462
57105	CYSLTR2	ENSG00000152207	cysteinyl leukotriene receptor 2
22862	FNDC3A	ENSG00000102531	fibronectin type III domain containing 3A
2862	MLNR	ENSG00000102539	motilin receptor
81602	CDADC1	ENSG00000102543	cytidine and dCMP deaminase domain containing 1
81617	CAB39L	ENSG00000102547	calcium binding protein 39 like
83852	SETDB2	ENSG00000136169	SET domain bifurcated histone lysine methyltransferase 2
51131	PHF11	ENSG00000136147	PHD finger protein 11
55213	RCBTB1	ENSG00000136144	RCC1 and BTB domain containing protein 1
115761	ARL11	ENSG00000152213	ADP ribosylation factor like GTPase 11
84650	EBPL	ENSG00000123179	EBP like
3839	KPNA3	ENSG00000102753	karyopherin subunit alpha 3
220429	CTAGE10P	ENSG00000181358	CTAGE family member 10, pseudogene
57213	SPRYD7	ENSG00000123178	SPRY domain containing 7
8847	DLEU2	ENSG00000231607	deleted in lymphocytic leukemia 2
100500908	MIR3613	ENSG00000264864	microRNA 3613
10206	TRIM13	ENSG00000204977	tripartite motif containing 13
283518	KCNRG	ENSG00000198553	potassium channel regulator
406950	MIR16-1	ENSG00000208006	microRNA 16-1
406948	MIR15A	ENSG00000283785	microRNA 15a
10301	DLEU1	ENSG00000176124	deleted in lymphocytic leukemia 1
145165	ST13P4	NA	ST13, Hsp70 interacting protein pseudogene 4
103689915	DLEU1-AS1	ENSG00000186047	DLEU1 antisense RNA 1
220107	DLEU7	ENSG00000186047	deleted in lymphocytic leukemia 7
100874074	DLEU7-AS1	ENSG00000176124	DLEU7 antisense RNA 1
100874255	RNASEH2B-AS1	NA	RNASEH2B antisense RNA 1
79621	RNASEH2B	ENSG00000136104	ribonuclease H2 subunit B
2974	GUCY1B2	ENSG00000123201	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
647166	C13orf42	ENSG00000226792	chromosome 13 open reading frame 42
220108	FAM124A	ENSG00000150510	family with sequence similarity 124 member A
647174	SERPINE3	ENSG00000253309	serpin family E member 3
100847003	MIR5693	ENSG00000266072	microRNA 5693
26512	INTS6	ENSG00000102786	integrator complex subunit 6
100507398	INTS6-AS1	ENSG00000236778	INTS6 antisense RNA 1
100616423	MIR4703	ENSG00000266611	microRNA 4703
115825	WDFY2	ENSG00000139668	WD repeat and FYVE domain containing 2
79758	DHRS12	ENSG00000102796	dehydrogenase/reductase 12
283521	TMEM272	ENSG00000281106	transmembrane protein 272
83446	CCDC70	ENSG00000123171	coiled-coil domain containing 70
540	ATP7B	ENSG00000123191	ATPase copper transporting beta
440138	ALG11	ENSG00000253710	ALG11 alpha-1,2-mannosyltransferase
9724	UTP14C	ENSG00000253797	UTP14C small subunit processome component
341676	NEK5	ENSG00000197168	NIMA related kinase 5
101929657	LOC101929657	ENSG00000273523	uncharacterized LOC101929657
4752	NEK3	ENSG00000136098	NIMA related kinase 3
100887750	MRPS31P5	ENSG00000291010	mitochondrial ribosomal protein S31 pseudogene 5
103191607	LINC02333	ENSG00000271564	long intergenic non-protein coding RNA 2333
55901	THSD1	ENSG00000136114	thrombospondin type 1 domain containing 1
51028	VPS36	ENSG00000136100	vacuolar protein sorting 36 homolog
26586	CKAP2	ENSG00000136108	cytoskeleton associated protein 2
220115	TPTE2P3	NA	TPTE2 pseudogene 3
144983	HNRNPA1L2	ENSG00000139675	heterogeneous nuclear ribonucleoprotein A1 like 2
10910	SUGT1	ENSG00000165416	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
11061	CNMD	ENSG00000136110	chondromodulin
100313778	MIR759	ENSG00000211579	microRNA 759
5100	PCDH8	ENSG00000136099	protocadherin 8
10562	OLFM4	ENSG00000102837	olfactomedin 4
102723875	LINC01065	NA	long intergenic non-protein coding RNA 1065
100861552	LINC00558	ENSG00000261517	long intergenic non-protein coding RNA 558
100507428	LINC00458	ENSG00000234787	long intergenic non-protein coding RNA 458
100302187	MIR1297	ENSG00000283126	microRNA 1297
100846996	MIR5007	ENSG00000264387	microRNA 5007
122183	PRR20A	ENSG00000204919	proline rich 20A
729233	PRR20B	ENSG00000204918	proline rich 20B
729240	PRR20C	ENSG00000229665	proline rich 20C
729246	PRR20D	ENSG00000227151	proline rich 20D
729250	PRR20E	ENSG00000234278	proline rich 20E
27253	PCDH17	ENSG00000118946	protocadherin 17
101926897	LINC02338	ENSG00000277448	long intergenic non-protein coding RNA 2338
81624	DIAPH3	ENSG00000139734	diaphanous related formin 3
100874195	DIAPH3-AS1	ENSG00000227528	DIAPH3 antisense RNA 1
100874196	DIAPH3-AS2	NA	DIAPH3 antisense RNA 2
100874169	LINC00434	NA	long intergenic non-protein coding RNA 434
81550	TDRD3	ENSG00000083544	tudor domain containing 3
101926930	LINC00378	NA	long intergenic non-protein coding RNA 378
100422973	MIR3169	ENSG00000266663	microRNA 3169
64881	PCDH20	ENSG00000280165	protocadherin 20
101926951	LINC02339	ENSG00000279797	long intergenic non-protein coding RNA 2339
100874143	LINC00358	ENSG00000229578	long intergenic non-protein coding RNA 358
103752583	LINC01075	NA	long intergenic non-protein coding RNA 1075
100874176	LINC00448	NA	long intergenic non-protein coding RNA 448
104355293	LINC00376	ENSG00000227564	long intergenic non-protein coding RNA 376
100874157	LINC00395	ENSG00000231061	long intergenic non-protein coding RNA 395
283491	OR7E156P	NA	olfactory receptor family 7 subfamily E member 156 pseudogene
100873780	RNU6-81P	ENSG00000202478	RNA, U6 small nuclear 81, pseudogene
102723968	LOC102723968	ENSG00000290964	uncharacterized LOC102723968
101927016	NA	NA	NA
100616302	MIR548X2	ENSG00000263581	microRNA 548x-2
100616205	MIR4704	ENSG00000263561	microRNA 4704
5101	PCDH9	ENSG00000184226	protocadherin 9
100874064	PCDH9-AS2	ENSG00000228842	PCDH9 antisense RNA 2
100874086	PCDH9-AS3	ENSG00000225263	PCDH9 antisense RNA 3
100874087	PCDH9-AS4	ENSG00000233840	PCDH9 antisense RNA 4
100874145	LINC00364	ENSG00000230040	long intergenic non-protein coding RNA 364
338862	LINC00550	ENSG00000281778	long intergenic non-protein coding RNA 550
103689913	LINC00383	ENSG00000235221	long intergenic non-protein coding RNA 383
57626	KLHL1	ENSG00000150361	kelch like family member 1
6315	ATXN8OS	NA	ATXN8 opposite strand lncRNA
100885781	LINC00348	ENSG00000226846	long intergenic non-protein coding RNA 348
1602	DACH1	ENSG00000276644	dachshund family transcription factor 1
440145	MZT1	ENSG00000204899	mitotic spindle organizing protein 1
79866	BORA	ENSG00000136122	BORA aurora kinase A activator
22894	DIS3	ENSG00000083520	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease
10464	PIBF1	ENSG00000083535	progesterone immunomodulatory binding factor 1
100873779	RNU6-79P	ENSG00000199381	RNA, U6 small nuclear 79, pseudogene
688	KLF5	ENSG00000102554	KLF transcription factor 5
100873770	RNU6-66P	ENSG00000200267	RNA, U6 small nuclear 66, pseudogene
100874155	LINC00392	NA	long intergenic non-protein coding RNA 392
11278	KLF12	ENSG00000118922	KLF transcription factor 12
100874151	LINC00381	ENSG00000226240	long intergenic non-protein coding RNA 381
338864	LINC00347	ENSG00000236678	long intergenic non-protein coding RNA 347
647288	CTAGE11P	ENSG00000214249	CTAGE family member 11, pseudogene
9882	TBC1D4	ENSG00000136111	TBC1 domain family member 4
170622	COMMD6	ENSG00000188243	COMM domain containing 6
7347	UCHL3	ENSG00000118939	ubiquitin C-terminal hydrolase L3
101927155	LMO7-AS1	ENSG00000261105	LMO7 antisense RNA 1
4008	LMO7	ENSG00000136153	LIM domain 7
729420	LMO7DN	ENSG00000178734	LMO7 downstream neighbor
104326189	LMO7DN-IT1	ENSG00000223458	LMO7DN intronic transcript 1
115207	KCTD12	ENSG00000178695	potassium channel tetramerization domain containing 12
690	BTF3P11	NA	basic transcription factor 3 pseudogene 11
730249	ACOD1	ENSG00000102794	aconitate decarboxylase 1
1203	CLN5	ENSG00000102805	CLN5 intracellular trafficking protein
26224	FBXL3	ENSG00000005812	F-box and leucine rich repeat protein 3
23077	MYCBP2	ENSG00000005810	MYC binding protein 2
100874212	MYCBP2-AS1	ENSG00000236051	MYCBP2 antisense RNA 1
8796	SCEL	ENSG00000136155	sciellin
104355296	SCEL-AS1	ENSG00000224347	SCEL antisense RNA 1
