CM1	CM2	CM3	CP1	CP2	CP3	CP4	CP5	KM1	KM2	KM3	KP1	KP2	KP3	KP4	KP5	KP5.1
102465668	4	6	17	27	9	5	17	32	6	6	2	12	2	5	5	15	18
7005	4321	14676	245	3734	730	2714	2288	973	4622	16878	350	3928	950	3126	2618	779	1109
7287	12	43	1	14	4	34	17	17	19	74	2	18	6	32	29	14	14
2289	1484	2602	2966	3904	3369	1966	4117	9685	1731	1938	3008	3216	3379	1742	2974	5241	6268
100847048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375110	3	4	6	0	4	9	2	6	0	9	0	7	0	1	0	6	11
285847	4	0	0	0	3	0	0	14	0	1	11	0	2	0	0	31	29
221481	0	6	14	0	9	0	0	45	2	0	31	3	39	0	0	25	51
389383	0	6	0	0	2	0	6	15	2	8	0	0	2	2	4	31	8
340204	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	2
1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222662	0	14	216	34	4	2	1	2	4	12	310	26	0	0	0	6	9
6732	7427	24654	7040	7993	8999	6804	9502	13073	9233	20445	7611	7905	11182	6888	8045	11269	14541
116369	2	18	2	13	0	1	6	1	3	6	4	7	0	1	4	0	4
1432	5565	13566	2349	5298	3642	4457	3145	4436	7829	17721	4121	5242	4909	4489	3506	5538	8004
5603	7650	23574	10689	20990	309	14947	6486	155	7666	22748	12608	13739	394	9368	5846	39	34
27154	5709	12663	5050	12705	9222	7721	3259	4266	5492	13803	7020	11633	9223	6704	2737	4605	6769
285848	4	16	8	206	0	4	2	0	6	28	22	118	3	4	2	0	2
389384	0	28	18	2	0	0	2	1	12	101	44	0	2	0	35	0	0
51513	1491	681	5	166	90	24	42	0	2572	2028	8	231	50	19	86	0	7
222659	11	10	2	5	9	4	2	3	36	21	0	9	10	2	0	6	8
222658	7380	16569	5867	5684	13779	8131	3972	12103	5121	11276	4769	2930	10671	4135	2761	6634	9606
11329	10582	20938	2709	6338	7500	4076	4824	7963	9973	19585	2605	3059	4657	2880	5546	3326	4620
6428	24470	30651	26332	23805	20891	27865	33189	39054	25326	29350	22741	20351	21789	22343	32529	25663	22801
100500885	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
101154753	16	10	20	15	12	18	2	8	35	36	7	22	3	16	8	8	2
1026	2722	17274	1960	4136	6545	4950	6077	481	2782	19235	2747	2588	3889	1893	3737	159	245
105375039	29	52	1	13	3	21	29	11	18	81	12	15	0	13	12	10	13
401258	0	4	0	4	8	0	2	4	6	10	0	0	0	2	0	0	4
57699	12	32	6	129	26	4	11	17	3	32	9	54	14	4	6	45	46
51645	5360	7221	3251	4792	4976	4912	3540	4792	4807	4771	2943	3422	3648	3691	2532	2634	3372
221477	7571	17930	4414	8659	13562	4165	4611	7112	8580	17363	6096	7707	15223	3647	4671	7303	10682
221476	55	289	2	41	10	0	16	0	49	185	1	77	13	0	6	0	4
23787	20532	29110	13433	17865	20163	9885	10755	20449	19311	24607	14642	14704	20112	7862	11230	16237	18543
221472	433	388	4	176	4	0	10	6	377	392	10	242	4	7	48	4	5
5292	4766	13823	2183	2675	4208	905	8418	1462	4480	13879	2410	3213	7076	728	5050	1117	1409
221468	75	90	58	91	110	15	18	10	113	138	90	67	131	51	11	13	13
55633	1734	3542	1013	3451	1820	1383	1615	1627	1958	3366	1275	2829	1950	1207	1411	1422	1693
9025	1889	3910	1320	750	1934	1308	1073	3359	1788	3365	1402	589	1765	1213	1073	2664	2791
23070	5568	7556	2333	5438	4694	2596	2977	7500	7490	9831	2460	5264	5189	2417	3304	7702	9816
154467	2263	4963	1599	1319	2805	2189	962	1470	2659	2754	1417	827	2562	1367	1037	1021	747
100505530	0	7	0	0	25	0	0	2	4	4	0	0	37	0	0	0	0
100616413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266727	1764	751	38	17	595	10	93	979	2099	740	33	20	1476	4	125	1288	1814
60685	8719	15004	7128	14730	9278	5780	5618	6508	10157	16419	8434	12815	9298	5147	5138	6566	6615
114781	995	3843	1938	1258	2076	1614	1021	1268	1238	3066	2091	833	2159	1253	1161	1113	1445
2739	7895	11610	3427	6803	6404	5115	10101	13880	14090	15628	5791	11535	13559	8516	11762	24249	30957
1769	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	4	0
100131047	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2740	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
55776	1256	3935	485	1169	2094	1340	810	1224	1411	3302	754	1072	1877	1103	874	1033	1243
8645	8057	8018	9	2106	96	391	5340	4976	10967	13501	7	2838	94	276	8525	2170	3000
89822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
83795	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
221458	0	10	0	0	0	0	0	4	0	1	0	0	0	8	0	0	8
23500	4	16	139	0	0	4	0	11	0	4	196	0	11	4	2	1	14
100505635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4337	12	1321	174	0	232	4	0	690	16	985	318	0	231	2	2	615	804
401260	0	0	44	0	0	0	0	0	2	0	75	0	0	0	0	0	0
732253	2	4	42	0	4	2	0	2	0	0	68	0	2	2	0	0	0
57497	0	2	1852	0	0	2	0	24	2	8	2941	0	4	0	0	0	0
101929535	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0
101929555	0	0	4	0	2	0	0	2	0	2	9	0	9	0	0	1	0
222643	56	21	189	37	21	12	20	54	61	35	400	15	3	11	10	39	23
222642	0	0	15	4	0	2	0	6	8	0	6	3	8	0	0	3	5
10930	11	39	12	40	26	5	9	22	18	26	11	10	17	2	0	19	15
221443	1200	3810	1712	2268	2011	1993	980	1917	1056	2321	1443	1390	1197	1322	812	1209	1278
4800	2095	4054	1934	2981	2510	2116	2796	2550	2747	4693	2721	3040	4306	2436	3040	2969	3647
221442	24	20	35	36	4	45	46	16	48	13	55	22	4	65	39	14	19
340205	0	0	0	0	0	0	0	0	0	4	0	2	0	6	0	0	0
54209	2	12	0	0	6	0	0	0	0	32	0	2	4	0	0	0	10
79865	32	12	56	0	2	0	2	0	32	10	62	0	10	2	0	0	0
340206	12	4	638	28	0	0	2	0	3	0	405	27	0	0	0	2	0
285852	0	0	52	10	0	0	0	0	2	0	23	6	0	0	0	0	0
221438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54210	4	4	2	0	0	24	0	0	0	4	5	0	0	14	0	2	0
9436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
103106903	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
101060264	11	19	382	120	5	12	14	124	6	5	482	133	20	15	20	141	67
116113	3656	4870	9880	4792	2621	3165	1606	4138	3955	6249	14926	4245	2409	2410	1528	3090	4111
100616178	1	0	1	1	0	0	1	1	0	0	2	2	0	1	0	0	0
4188	3061	7903	84	3066	42	1050	527	4	2845	6968	43	2036	21	533	413	0	8
7942	1349	384	908	335	204	541	65	161	2045	620	1543	559	320	599	96	235	279
5225	69	2	6	1	4	4	0	2	94	0	4	2	2	2	0	0	0
10817	154	126	130	370	124	166	149	299	154	176	193	304	111	158	110	235	270
29964	2962	1319	119	878	350	280	172	478	3818	2225	115	1348	379	402	353	351	369
100188893	5790	14623	10833	8621	7550	9625	8557	11400	5642	12073	9506	7206	6341	6695	6985	7523	7360
25862	365	1665	488	742	545	284	488	1278	552	963	423	775	597	302	430	938	1108
9477	1843	2595	1508	2830	1916	1915	1492	2099	1638	2785	1501	2545	1796	1633	1300	1674	2284
705	3117	4372	4130	3085	4111	3261	2249	3211	3427	3342	3378	2766	4538	2859	1752	2155	1932
896	18465	6502	4687	12003	2704	6186	1375	4764	15530	6015	4096	9739	2237	5333	1297	2795	3606
129685	1635	5217	902	3107	2682	1556	1596	2294	2271	4332	1250	2644	2495	1363	1504	1950	2249
647024	16218	18574	77	5423	2384	6300	7062	6	17869	23855	230	7846	2676	5298	7827	2	4
2978	6	0	0	17	0	0	4	5	5	1	0	2	0	6	2	0	0
2979	73	28	43	36	52	21	164	28	103	53	61	37	53	12	154	68	31
55173	4682	8583	4494	6019	6521	4580	5708	8425	4994	7459	4855	5518	6202	3730	4265	6143	6328
55809	3110	7854	1072	815	7031	1588	5745	7504	3204	8894	1595	1041	8422	1680	5259	7578	9639
23304	3673	9369	3838	3619	5792	3235	2888	7788	4224	8486	4367	3805	6657	2922	2523	7428	10027
5961	2	4	0	0	4	6	0	2	0	2	4	4	0	0	0	0	2
442211	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
6903	1403	2311	2523	1649	1154	609	970	1308	1748	2778	3543	1584	1320	718	998	1493	1981
23506	929	2239	963	829	2049	516	910	857	1344	2302	1769	1013	2819	600	788	905	1082
401261	44	63	74	47	6	25	8	80	104	64	31	82	16	21	10	48	37
285855	9018	21137	16404	17399	15928	14030	10363	21355	9127	17159	15908	14388	18268	10602	7027	16410	23584
441150	247	569	402	434	190	308	204	561	369	613	604	383	177	369	200	446	309
171558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10695	4868	10849	3787	4419	5738	3626	4750	5999	6322	10556	4612	4756	7611	3581	5953	6028	5211
27232	218	494	106	123	253	92	106	171	197	432	196	136	338	122	106	230	282
5190	4792	1624	1456	3441	2625	1893	1411	2182	4376	1484	1534	2239	1897	1245	1499	2215	3368
4201	4434	9899	3216	6972	6001	4057	3584	5311	4942	7487	3036	5921	6616	3495	3225	4117	3804
5528	4799	8744	2304	3153	7374	5452	3523	7481	5203	7503	2717	2722	8467	4826	3839	7011	9074
116138	8482	16002	6250	8994	7865	5143	5930	13861	9120	11898	7760	7372	7274	3914	5771	10676	13007
88745	4316	6520	5394	3601	4634	4372	3074	4646	4492	5986	5497	2774	5578	4006	2750	3947	4672
9820	1545	2183	1732	2687	4476	3248	555	3586	1815	3144	2220	3811	7197	3174	639	5136	7366
51069	2716	4701	3280	2481	2259	2864	2006	5536	3266	4101	3369	1997	2007	2288	1604	3359	3389
89953	1346	4319	584	450	1400	366	593	463	1883	4054	1222	437	1725	343	717	620	816
5754	1410	6517	10	6	17765	3242	2874	5328	1662	8795	24	3	25294	4719	4109	7941	11958
6722	4819	8634	4724	3926	7408	3619	2980	4586	4913	9293	5436	3491	8125	3350	3100	3683	4269
23113	1552	2691	1316	1854	2163	1107	1354	3552	1877	2467	1777	1676	2064	690	1206	3093	4659
10591	2886	3545	2151	6176	3661	2787	415	6675	3491	4162	2335	6288	4082	2472	548	6988	4600
84630	4	12	31	0	2	0	0	2	4	6	49	0	30	6	0	4	0
10864	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
401262	4	10	0	0	2	0	0	2	7	10	0	0	7	0	0	1	0
24149	2891	6615	1914	4644	7147	2343	1236	4640	2768	5898	2770	3445	6748	2140	1290	2878	3895
89845	1441	5413	3301	1206	3641	2827	1461	2233	1905	6336	3931	1214	4483	2694	1654	2623	3706
102466746	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
65989	275	1147	213	248	1210	213	92	511	255	2787	318	288	1252	298	121	524	589
93643	2419	3693	2528	4658	2749	2374	2406	2049	2178	4126	2384	3999	2382	2134	1418	1697	2105
221424	20	82	153	38	156	7	19	72	39	181	212	28	226	12	25	131	124
25844	4311	14491	6378	7163	5575	3831	5308	4407	5902	16602	9291	6116	5785	3997	5374	4918	5932
9533	2066	4047	3244	2127	2955	2084	2547	4340	2159	3729	2532	1408	2466	1633	2291	2459	2161
57510	9008	10771	9874	8644	10433	7483	5141	14872	8288	7872	8422	6470	10706	5770	3293	9018	12455
5429	2134	4907	1090	1853	3074	1545	983	3253	2273	2995	1207	1527	2891	1396	1046	1946	2819
54676	5312	9255	8660	11408	3998	3870	5737	3938	5885	10371	8149	9209	3197	3077	4316	2774	3110
9587	1554	3327	2078	1598	1757	1004	1676	1789	2366	4044	2362	1762	1862	998	1601	1660	1967
221421	11	40	22	14	31	15	9	16	17	31	19	20	49	17	10	16	19
55168	2717	4636	2482	2948	2365	2326	2437	3507	2456	3623	2003	1380	1643	1408	1475	1465	1766
7422	3809	23274	12494	4580	3819	7969	27602	4858	5162	19255	16898	4814	3218	5702	14745	3313	3709
100132354	0	0	20	10	0	0	4	0	0	0	14	18	4	4	0	2	6
101929705	23	17	537	59	4	55	157	46	36	26	1642	21	6	44	75	15	24
221416	16	70	4031	1974	0	10	2234	58	14	59	8072	1321	2	9	1538	16	33
64928	5140	10265	5072	6175	5017	5495	3838	5033	6531	11291	4690	5104	4671	4863	3880	3527	2741
55362	3121	7316	2265	3363	4488	2639	2431	4056	4645	10950	3331	3512	4768	2727	2934	5549	7261
11131	0	2	0	0	57	7	0	2	2	0	0	0	33	0	0	5	14
2030	1338	1421	6307	2701	15561	3613	1043	10862	1280	1186	9163	1853	14450	3174	807	6004	6489
3326	144976	201353	216931	144941	185917	122397	111989	294273	129651	156165	193626	118462	198483	88605	78906	216773	280586
347734	4181	8386	7204	7994	5427	5122	4282	4815	5415	8823	9815	8315	6730	5126	4269	6211	7589
100616124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4794	1229	1531	360	1388	1152	1311	729	467	1507	1348	349	965	1010	994	889	451	479
441151	4	2	4	4	41	8	2	10	3	5	3	0	135	2	0	56	64
202500	58	30	3	42	6	9	2	16	43	44	18	52	3	8	4	35	29
57505	1370	2366	2106	2078	1057	1504	1814	3176	1240	2741	2155	1863	910	1164	1545	2992	3987
221409	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
988	4456	13492	5021	6173	5828	3686	4922	7424	5177	11156	5173	5124	6274	3327	4244	5489	6927
100616352	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	1
8464	253	1480	611	573	1033	522	770	1177	171	864	556	379	814	313	434	656	851
693171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
860	71	1077	14	297	285	22	533	141	82	1481	54	268	235	7	849	46	133
53405	6670	1028	385	55	0	359	182	8	8888	1814	745	66	2	249	233	0	0
22875	3664	2285	4199	1489	613	2445	1341	48	4679	2580	7083	1588	581	2151	1472	0	0
59084	2004	1005	294	1232	8	918	2	8	2595	1012	400	1110	2	724	0	0	0
10231	6	40	2	6	2	2	40	0	10	26	6	6	2	14	84	2	0
101926915	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
101926898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51302	237	178	4	0	4	4	128	0	282	218	8	1	18	4	121	0	1
9481	77	74	4	29	4	0	19	4	109	69	4	28	2	0	23	0	6
221400	19	0	0	0	4	28	0	2	26	3	0	0	2	10	0	0	1
7941	55	6	0	1	6	80	0	0	24	8	0	6	24	12	0	0	2
100287718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4224	2	80	2	0	0	0	0	0	2	45	10	0	0	2	0	0	0
221395	164	128	0	0	2	8	16	0	215	204	6	4	2	17	12	2	0
101926962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266977	26450	15698	27	2832	20	2879	18181	0	34553	17287	34	1816	14	2070	20653	0	0
27242	56263	64112	9736	10298	5012	16097	60380	746	53659	60962	11286	10436	3632	8965	43288	462	595
23607	15743	27845	11305	11464	9798	14780	10403	8103	18929	25221	13577	9532	8191	12162	8814	5559	7325
222611	2	6	473	2	2	6	0	0	7	5	430	2	0	2	0	0	0
221393	929	5110	98	332	2	1131	273	0	765	4485	90	261	2	1124	193	0	0
221391	2	2	9	0	0	0	0	0	0	0	22	2	0	0	0	0	0
442213	6	6	1197	0	0	0	2	25	0	6	1651	0	0	0	6	0	6
4594	3434	4050	3855	3907	2188	2138	3051	5332	4152	2686	5699	3331	2370	1608	2951	4723	5832
55166	1030	2092	2003	1773	1006	1122	1420	2525	1024	1059	1496	1214	607	650	652	1136	1229
389396	0	0	12	0	0	0	0	0	0	0	26	0	0	0	0	0	0
135398	865	663	1976	372	0	27	808	45	722	374	1207	216	2	12	528	0	0
6005	2	0	66	0	0	0	0	2	2	0	26	0	0	2	0	0	0
7180	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10321	53	250	60	16	0	0	23	0	80	134	52	6	0	0	39	0	0
5232	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
101927020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
101927048	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0
167	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
403339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245915	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7021	0	0	0	2	0	0	0	24	0	0	2	0	0	0	0	2	0
5314	8	0	0	0	0	4	0	6	4	0	2	0	0	2	0	0	0
101927082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3605	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
112744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4172	12003	10692	10265	11980	9412	9561	13930	24091	10630	7265	11962	9989	7968	8029	10483	11422	15162
85315	311	108	2920	80	267	58	1027	287	349	122	8490	79	270	53	1860	289	438
114327	686	589	908	92	1050	368	183	680	515	382	686	102	660	171	265	416	581
9697	3093	7872	6626	10042	13372	3477	734	4337	3724	6055	7396	7398	13413	2960	877	3953	4961
401264	210	179	224	355	590	250	123	439	286	190	251	226	567	190	115	329	406
730101	237	424	769	369	755	178	372	1157	274	214	709	236	531	92	398	530	735
28978	2557	2463	5627	2060	2134	2200	2272	2173	2113	1698	5273	1869	2149	1516	2296	1614	1944
730152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2938	0	14	0	0	0	0	0	0	0	109	6	0	0	0	0	0	0
221357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2940	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0
2941	10	77	725	14	509	20	1443	2043	24	113	878	20	498	8	1946	1664	1752
125050	1243	2482	1126	2500	365	1779	607	406	1018	2305	1585	1519	358	3554	279	310	971
22858	647	1693	4544	741	1014	660	3640	1326	675	1642	5270	664	771	674	3906	1194	1560
26268	2658	2154	3458	1887	2205	2158	1979	3049	2558	1932	3444	1348	1257	1520	1819	1582	2260
105375092	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0
8521	4	18	6	6	4	4	0	2	10	43	16	4	2	10	0	0	7
60481	9777	13013	18046	13569	23980	11997	13343	40066	10040	11398	22499	10602	23303	9756	12118	32984	43813
100847075	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	1
647190	0	2	0	6	2	2	4	0	2	0	1	2	0	0	0	4	11
2729	7714	5057	10533	11268	4681	2493	30613	3595	6674	5739	12146	11439	5043	2275	28144	2598	3303
101927136	297	53	3847	163	0	0	32	41	196	26	4949	96	0	0	28	34	13
101927171	64	16	87	35	4	1	13	3	83	57	198	51	0	2	12	6	2
401265	111	28	203	46	0	12	62	99	102	28	251	54	16	10	34	19	30
55227	5993	3754	2983	3864	1650	2662	2708	980	6484	3473	2804	3328	1423	2305	2697	839	766
101927189	8	0	0	4	4	0	4	0	9	4	6	0	0	2	2	0	0
100874282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90523	0	0	1508	0	0	0	0	10	4	4	1581	0	0	0	0	0	0
27283	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0
222584	577	2289	6	1649	4	3875	1263	0	569	3073	6	1092	0	2735	1368	0	0
3062	0	0	3	0	0	63	0	0	0	0	18	0	0	7	0	0	0
389400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54511	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
653	4	0	0	0	669	2	0	4	0	0	0	0	755	4	0	2	2
81578	127	20	2	23	541	0	0	2	90	8	4	4	494	0	0	0	2
667	10109	22534	35106	20121	21384	17809	12903	52042	9458	17884	36341	17945	19562	16110	9468	36391	53451
101930010	4	0	33	25	28	16	0	92	5	2	74	28	13	26	4	120	92
221336	539	107	137	118	1427	683	65	4	358	37	147	99	1130	583	36	0	4
57691	487	896	894	296	1881	1051	663	1464	569	842	1024	280	1638	1254	599	1108	1389
26036	2548	2877	3584	3298	4047	2950	3514	4871	2744	2609	3816	2611	3870	2415	2472	3386	4688
101927211	1	4	2	3	12	0	0	10	10	3	0	4	13	0	6	9	5
9532	3195	992	4524	34	5814	2772	2056	2955	2542	653	3555	17	5791	1943	1587	1537	2135
51715	1588	2133	891	1327	4326	1207	1129	2048	1899	1541	1033	1183	5213	1053	911	1509	2061
100506188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5558	1840	2926	1120	3073	2873	1713	2248	2579	1704	1309	780	1675	1975	1100	1461	1020	1345
100422884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375513	137	200	180	393	412	159	298	299	118	203	260	251	254	154	165	171	263
100463487	0	0	1	0	1	0	0	0	4	0	2	0	0	0	0	2	0
202559	0	0	2	0	2	0	2	0	0	2	2	2	0	1	0	0	0
51557	10	109	10	6	2	20	2	6	46	119	23	8	6	11	12	6	12
7803	12998	19840	13385	6630	6774	8763	11978	5229	21070	24818	21221	9183	12464	9307	11926	5090	6664
23469	8743	9252	6148	8579	10800	4950	7621	7806	10288	7881	6526	8093	13160	4225	6017	7376	9443
346007	27	110	93	78	15	18	48	31	51	57	82	80	39	22	49	27	64
441155	15	40	38	13	27	54	26	28	22	21	44	35	33	40	27	18	38
442229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102723883	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	3	2
101928280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928307	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
577	2	6	0	0	4	0	3	4	2	4	6	5	14	0	0	0	0
55788	2041	4326	4011	4223	2489	2088	2580	2059	2706	4209	4916	3911	2429	1955	2701	1601	2058
1310	0	0	0	0	4	0	0	4	0	6	0	0	2	6	0	0	0
1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928353	0	230	0	4205	0	0	2	0	0	80	0	2783	0	0	0	0	0
57579	936	1107	1106	843	1631	871	937	396	1536	1662	2329	1259	2428	1721	958	370	544
135154	209	275	318	550	727	286	346	1050	245	268	495	596	579	314	295	853	741
60682	1773	2312	3373	2255	3558	2071	1449	2545	2134	2925	4701	2734	5206	2455	1781	3088	3770
135152	0	0	0	2	2	0	1	4	0	0	0	0	0	0	0	1	0
79627	846	1225	0	4711	2744	2320	1641	6377	801	819	11	3906	2522	1762	1010	3524	5058
407032	0	5	0	0	2	0	0	0	0	1	0	2	3	0	6	0	0
407029	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
79940	150	369	0	543	139	419	278	20	151	232	0	421	81	306	256	10	4
102724000	2	3	0	0	0	0	5	5	2	1	0	5	0	2	0	0	2
22999	2	14	2	6	14	2	2	0	2	14	0	0	8	0	9	0	0
56479	0	24	0	57	1902	8	0	6	0	0	2	37	1050	4	0	0	2
100507381	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0
100423005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100873997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129128	2	4	0	249	13	2	2	0	0	22	0	230	5	0	0	2	0
80759	260	606	0	778	450	226	167	681	359	596	2	758	456	243	200	585	563
340168	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
154288	0	0	0	0	8	0	0	3	0	0	0	0	0	2	0	0	0
441161	20	0	0	113	123	1	2	0	20	0	0	84	131	0	0	0	0
55510	284	1	0	912	3959	4	6	0	343	1	0	680	3870	1	4	3	2
115004	1631	1136	801	2130	2304	1361	2020	1084	1633	911	599	2323	2940	1287	1581	576	868
25821	1232	1988	2198	2583	3409	2312	2162	3607	1397	1446	2149	2219	3278	1876	1568	2504	3405
1915	377676	557282	610641	636518	652244	580099	975815	899693	376727	481766	668401	571880	730591	471119	630708	801325	986927
26503	3309	1928	3541	3222	3275	3404	1983	3472	3031	2190	5298	3334	3203	3366	1777	2500	3350
135228	11664	27844	660	9995	14445	561	13654	9591	7262	19231	681	8223	11247	312	8226	6408	9759
101928489	41	12	0	103	169	0	11	208	22	14	0	86	106	2	2	224	236
101928516	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2
1303	28282	59381	25	1237	161	1004	3244	24	24732	54706	63	1041	181	1055	3194	14	6
1347	7714	11371	15487	13831	13331	11386	15931	14673	9097	11602	18512	11634	11552	10330	14051	10548	7423
55754	9922	14017	7241	9111	10029	11011	12972	6708	11528	13451	10189	9266	12741	9026	13796	8256	9309
100506804	10	21	61	37	4	28	25	41	8	23	53	33	10	23	13	20	30
27145	6	7	8	10	12	4	15	8	4	6	26	6	8	0	2	23	16
101928540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26054	2821	5592	5151	6853	7226	5180	5482	6508	2738	4122	4802	5391	6461	4172	3967	5279	6369
4646	4778	9999	4302	11324	11041	12190	14299	3634	5019	9083	5505	9800	12585	11007	14974	3148	4689
3617	0	6	2	5	24	2	0	10	7	0	2	2	11	0	13	15	24
3351	0	23	0	0	146	32	640	2	0	24	0	0	152	6	1022	4	0
101928601	0	0	0	163	0	0	73	2	4	2	0	229	6	0	116	4	2
134728	125	237	563	458	439	133	558	734	137	212	604	351	430	133	446	627	951
55023	4523	8095	6995	6441	7355	4813	9706	8011	4568	7021	7936	6172	9105	4109	8416	5754	8516
9324	1153	5146	4164	3769	3476	2958	7737	4686	1049	4221	4502	3396	1885	2014	6386	3232	3099
100288198	69	204	92	334	93	95	154	181	51	244	125	235	130	108	61	110	92
80078	8	6	2038	257	2	4	0	29	0	2	2403	194	0	4	4	2	0
167691	591	1343	76	454	2110	549	3758	124	418	696	65	264	845	248	1719	73	121
105377866	83	144	10	73	166	52	111	30	85	92	19	54	113	24	136	52	20
83699	3993	5080	1025	2819	3085	1580	5271	90	4466	6874	1711	2052	3675	921	5076	55	55
89758	0	0	0	10	0	0	0	2	0	0	0	8	0	0	0	0	0
6785	0	78	4	0	328	642	0	3	0	135	2	0	480	916	0	0	0
7272	2606	5963	2388	5442	4118	2722	4420	5125	2486	3079	2202	3837	3369	2290	3990	2619	3297
594	1656	1663	1370	2245	1486	1303	1825	5684	1581	1519	1763	2098	1476	1116	1814	4087	4793
55603	1312	2585	5061	1979	106	1316	3853	2853	1454	3664	6720	1791	67	1428	2903	817	934
101928770	4	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0
25998	5630	8558	11207	5695	10320	7547	12607	9783	6464	8604	11741	6452	13692	6349	10768	7797	12149
