,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000179431.6,FJX1,24147,11,1,35618460,35620865,-0.328787085,5.290579103,8.509135665,0.014985567,0.046955621
ENSG00000179454.13,KLHL28,54813,14,-1,44924324,45042322,-0.027009438,4.284087228,0.118390695,0.737731357,0.837759849
ENSG00000179455.8,MKRN3,7681,15,1,23565674,23630075,-0.412192146,0.028314952,0.672049237,0.938561069,0.965170263
ENSG00000179476.8,C14orf28,122525,14,1,44897275,44907257,0.197292989,1.66429118,1.896037227,0.197808808,0.33527142
ENSG00000179477.10,ALOX12B,242,17,-1,8072636,8087716,0.804437605,-1.681317596,1.341609015,0.294334977,0.44666359
ENSG00000179526.17,SHARPIN,81858,8,-1,144098633,144108124,-0.057765056,5.158081087,0.676128501,0.429610099,0.587325622
ENSG00000179532.12,DNHD1,144132,11,1,6497260,6593758,0.402328266,2.370047137,7.900774935,0.018016999,0.054007204
ENSG00000179542.16,SLITRK4,139065,X,-1,143622790,143636101,-0.334536712,-1.774330086,0.388678342,0.564797624,0.706486817
ENSG00000179546.4,HTR1D,3352,1,-1,23191895,23217502,0.257168445,3.317740598,0.648110958,0.439038681,0.595757697
ENSG00000179562.3,GCC1,79571,7,-1,127580628,127593611,0.097512662,5.169301737,2.884643577,0.11948765,0.231301208
ENSG00000179564.4,LSMEM2,132228,3,1,50279087,50288114,-2.131107684,0.392407257,5.266570252,0.044005541,0.107376422
ENSG00000179598.6,PLD6,201164,17,-1,17200995,17206333,0.260649375,3.779107372,4.18570728,0.168673706,0.299089644
ENSG00000179604.10,CDC42EP4,23580,17,-1,73283624,73312005,0.257915121,6.087006252,5.420314183,0.04156083,0.102587784
ENSG00000179630.11,LACC1,144811,13,1,43879284,43893932,-0.399248425,3.39373226,15.12937519,0.00286729,0.013692492
ENSG00000179673.5,RPRML,388394,17,-1,46978156,46979253,0.342040874,1.281484505,0.135893495,0.722907383,0.82767921
ENSG00000179674.3,ARL14,80117,3,1,160677160,160678448,-0.834054067,3.526429409,1.402421891,0.26301555,0.411989032
ENSG00000179698.13,WDR97,340390,8,1,144107726,144118328,0.494532036,-0.114561791,0.875163052,0.382370367,0.541245453
ENSG00000179715.13,PCED1B,91523,12,1,47079603,47236662,-0.597040703,1.645655777,2.591038745,0.673499215,0.792802647
ENSG00000179750.16,APOBEC3B,9582,22,1,38982347,38992804,0.002293384,6.012119165,0.001218878,0.972819184,0.984637914
ENSG00000179761.12,PIPOX,51268,17,1,28950513,29057216,0.387503912,-0.919872232,0.376650716,0.802628083,0.881621985
ENSG00000179776.19,CDH5,1003,16,1,66366622,66404784,0.774674306,-0.721745738,5.028401155,0.048150212,0.114949989
ENSG00000179820.16,MYADM,91663,19,1,53864763,53876435,-0.387030172,7.679146081,20.67303848,0.000995054,0.006260876
ENSG00000179832.17,MROH1,727957,8,1,144148016,144261927,0.379518262,5.135941346,9.696636359,0.010660623,0.036236999
ENSG00000179841.8,AKAP5,9495,14,1,64465499,64474503,-0.656825469,2.553987223,29.67828679,0.000257072,0.00241971
ENSG00000179846.9,NKPD1,284353,19,-1,45149750,45160815,0.862659431,-1.253076579,6.156366445,0.031914707,0.083697634
ENSG00000179855.7,GIPC3,126326,19,1,3585478,3593541,0.460297041,-1.572817317,0.199952847,0.669805549,0.790066953
ENSG00000179859.9,RNF227,284023,17,-1,7913339,7916289,-0.176427783,1.901328567,0.643943106,0.440470334,0.597152847
ENSG00000179869.15,ABCA13,154664,7,1,48171458,48647497,-0.496475625,0.392079841,0.382388016,0.552984876,0.696832133
ENSG00000179886.5,TIGD5,84948,8,1,143597831,143603224,0.363664955,4.321641313,21.5851041,0.000852436,0.005654505
ENSG00000179889.18,PDXDC1,23042,16,1,14974591,15139339,-0.001871348,7.579253129,0.001326192,0.971648438,0.984150656
ENSG00000179912.20,R3HDM2,22864,12,-1,57253762,57431005,0.709764612,5.273292357,83.97726588,2.91E-06,0.000155976
ENSG00000179913.10,B3GNT3,10331,19,1,17794828,17813576,-0.781888979,6.680002553,0.847920774,0.378274703,0.537244466
ENSG00000179914.5,ITLN1,55600,1,-1,160876540,160885180,0.030936561,0.738560453,0.000725419,0.979237698,0.988320172
ENSG00000179915.23,NRXN1,9378,2,-1,49918503,51225575,0.057806244,2.327757955,0.006891144,0.935816801,0.963285306
ENSG00000179918.18,SEPHS2,22928,16,-1,30443631,30445874,-0.0308466,6.777870402,0.180872256,0.679403226,0.797279228
ENSG00000179933.6,C14orf119,55017,14,1,23095505,23100456,-0.403619597,5.542019617,26.88713764,0.000376791,0.003166893
ENSG00000179941.8,BBS10,79738,12,-1,76344474,76348415,-0.113572155,4.640712441,1.813812961,0.207033252,0.346554133
ENSG00000179954.16,SSC5D,284297,19,1,55488404,55519099,0.176357892,0.662982029,0.140358045,0.715549536,0.823950948
ENSG00000179958.8,DCTPP1,79077,16,-1,30423615,30430030,-0.250889741,6.100486967,6.774837116,0.025849744,0.07084266
ENSG00000179988.14,PSTK,118672,10,1,122954381,122997513,0.273556641,2.023110351,4.273279521,0.064878122,0.144969248
ENSG00000180008.9,SOCS4,122809,14,1,55027230,55049489,0.540121076,5.805354677,37.30766039,0.000102562,0.001313392
ENSG00000180011.7,ZADH2,284273,18,-1,75195113,75209139,-0.463820486,5.443814247,35.58517456,0.000124456,0.001483528
ENSG00000180044.5,C3orf80,401097,3,1,160225422,160228213,0.958860711,0.015774666,4.94648503,0.049685305,0.11759041
ENSG00000180071.20,ANKRD18A,253650,9,-1,38571358,38620596,-0.437392928,2.440856221,10.49561453,0.00858612,0.030759135
ENSG00000180089.5,TMEM86B,255043,19,-1,55226638,55228784,-0.134571407,1.430183407,1.02867842,0.333779632,0.490819234
ENSG00000180096.12,SEPTIN1,1731,16,-1,30378133,30395991,0.150923651,-0.739400732,0.359775681,0.561637484,0.704021102
ENSG00000180098.9,TRNAU1AP,54952,1,1,28553085,28578545,0.19446879,4.140905682,4.968224037,0.049272144,0.116967991
ENSG00000180104.16,EXOC3,11336,5,1,443175,471937,0.483035516,6.306549254,83.1184958,3.06E-06,0.000157053
ENSG00000180155.20,LYNX1,66004,8,-1,142771197,142777810,1.328983595,5.268479878,13.28012311,0.004316949,0.018379325
ENSG00000180176.14,TH,7054,11,-1,2163929,2171815,0.028944189,0.659753044,0.008558014,0.928262845,0.960050447
ENSG00000180185.11,FAHD1,81889,16,1,1826941,1840207,-0.164466309,5.180119657,5.529344224,0.039927243,0.099425083
ENSG00000180190.11,TDRP,157695,8,-1,489803,545781,-0.36803802,0.984746792,0.535238829,0.480781538,0.635616043
ENSG00000180198.16,RCC1,1104,1,1,28505943,28539300,-0.201374881,6.961742072,10.58626179,0.008382845,0.030177018
ENSG00000180210.14,F2,2147,11,1,46719196,46739506,-1.896921772,2.490870592,4.440990438,0.067052905,0.148795312
ENSG00000180228.13,PRKRA,8575,2,-1,178431292,178451512,-0.192780997,5.706154953,4.518120366,0.058766456,0.134148508
ENSG00000180233.11,ZNRF2,223082,7,1,30284597,30367689,-0.407476834,4.717239053,8.530647744,0.01489016,0.046706122
ENSG00000180251.4,SLC9A4,389015,2,1,102473226,102533972,0.384810817,-0.118655151,1.583876585,0.247139565,0.394713838
ENSG00000180263.14,FGD6,55785,12,-1,95076749,95217482,-0.194405038,6.079109098,10.59021157,0.00837412,0.030152945
ENSG00000180287.16,PLD5,200150,1,-1,242082986,242524697,0.411755453,1.395118449,0.265249486,0.912060753,0.950869115
ENSG00000180304.14,OAZ2,4947,15,-1,64687573,64703281,0.332648077,5.861233495,29.95945255,0.000247741,0.002353226
ENSG00000180316.12,PNPLA1,285848,6,1,36243203,36313955,0.940808137,-2.33946786,1.978351321,0.18911042,0.325045889
ENSG00000180329.14,CCDC43,124808,17,-1,44673069,44689779,-0.041800626,5.005664902,0.602239147,0.455234054,0.610746403
ENSG00000180336.18,MEIOC,284071,17,1,44656404,44690308,-0.273793851,-0.3772931,0.579161224,0.989631856,0.993990165
ENSG00000180340.6,FZD2,2535,17,1,44557484,44561262,0.781945643,3.755958154,22.74210835,0.000705151,0.004908524
ENSG00000180346.3,TIGD2,166815,4,1,89111533,89114901,-0.241680265,4.505611613,10.65353047,0.008235733,0.029777819
ENSG00000180347.13,ITPRID1,223075,7,1,31514090,31658720,-1.363687782,1.903554281,3.122870231,0.12553349,0.239959974
ENSG00000180354.16,MTURN,222166,7,1,30134986,30162762,0.670032312,3.769316915,31.07153581,0.00021459,0.002130393
ENSG00000180370.10,PAK2,5062,3,1,196739857,196832647,-0.741424216,7.799932578,142.9143994,2.36E-07,4.02E-05
ENSG00000180376.16,CCDC66,285331,3,1,56557161,56621837,-0.064681931,2.916200663,0.353897699,0.564797995,0.706486817
ENSG00000180398.12,MCFD2,90411,2,-1,46901870,46941855,-0.003850984,7.729442051,0.002270956,0.962906046,0.979653965
ENSG00000180423.4,HARBI1,283254,11,-1,46602861,46617909,0.257932571,2.272481124,4.987121511,0.048916405,0.116254034
ENSG00000180425.11,C11orf71,54494,11,-1,114391443,114400511,0.019893946,3.153314702,0.032320151,0.860826359,0.919345406
ENSG00000180447.7,GAS1,2619,9,-1,86944362,86947506,1.113687935,2.782619372,5.280390219,0.049630031,0.117530287
ENSG00000180448.10,ARHGAP45,23526,19,1,1065923,1086628,0.660079012,4.876823461,19.21713505,0.001286876,0.00756033
ENSG00000180481.11,GLIPR1L2,144321,12,1,75391089,75432688,0.055461605,-0.864917619,0.00980345,0.923035461,0.957170942
ENSG00000180488.15,MIGA1,374986,1,1,77779624,77879539,-0.255465766,5.951167924,9.765534442,0.010459526,0.035773809
ENSG00000180537.13,RNF182,221687,6,1,13924446,13980310,-0.648888839,3.582170668,1.159580046,0.306209881,0.459582614
ENSG00000180543.4,TSPYL5,85453,8,-1,97273488,97277928,-0.337076258,4.481024336,0.312773764,0.5879771,0.726460311
ENSG00000180573.9,H2AC6,8334,6,1,26124145,26139116,0.666855024,5.383114464,12.48079055,0.005208879,0.021039078
ENSG00000180574.3,EIF2S3B,255308,12,1,10505602,10523135,0.418416626,1.696755861,0.843635802,0.379436132,0.538532207
ENSG00000180592.16,SKIDA1,387640,10,-1,21513475,21526368,-0.606664651,1.355211663,7.034441092,0.170898168,0.302020777
ENSG00000180596.7,H2BC4,8347,6,-1,26114873,26123926,0.328459364,2.636013052,3.547926994,0.088234599,0.183732071
ENSG00000180611.7,MB21D2,151963,3,-1,192796815,192917856,-0.229131785,4.205040586,2.286555707,0.160659206,0.288613206
ENSG00000180616.9,SSTR2,6752,17,1,73165010,73176633,0.157409865,0.760894681,0.059281981,0.812431497,0.88836809
ENSG00000180638.17,SLC47A2,146802,17,-1,19678288,19718979,0.704735144,-2.151658269,1.100948928,0.323769973,0.480011203
ENSG00000180667.10,YOD1,55432,1,-1,207043849,207052980,-0.171896038,5.582871087,12.74348201,0.004893244,0.020037385
ENSG00000180694.14,TMEM64,169200,8,-1,90621995,90791632,-0.162996284,5.656848085,4.41803883,0.061175054,0.138429607
ENSG00000180720.7,CHRM4,1132,11,-1,46383789,46391776,1.185337039,1.123055439,23.92834127,0.000584656,0.004356662
ENSG00000180730.4,SHISA2,387914,13,-1,26044597,26052016,-0.669814632,3.788259757,1.694836117,0.221421517,0.36409078
ENSG00000180739.14,S1PR5,53637,19,-1,10512742,10517931,0.7166586,1.69111228,3.798851715,0.07912561,0.169633478
ENSG00000180745.5,CLRN3,119467,10,-1,127877841,127892941,-0.636442072,2.346081644,1.100294235,0.332973581,0.490023471
ENSG00000180758.12,GPR157,80045,1,-1,9100305,9129102,-0.050850459,5.271351214,0.375320537,0.553448031,0.697299285
ENSG00000180767.9,CHST13,166012,3,1,126524155,126543291,0.5467589,-0.723474958,0.494237237,0.50136381,0.654408452
ENSG00000180773.15,SLC36A4,120103,11,-1,93144174,93197991,0.159149813,5.55206244,5.129532306,0.046334348,0.111641488
ENSG00000180776.15,ZDHHC20,253832,13,-1,21372571,21459370,1.520691577,7.548817465,671.4194721,1.09E-10,8.78E-07
ENSG00000180785.10,OR51E1,143503,11,1,4643420,4655488,-1.468443986,6.660556986,0.765427525,0.419751475,0.57799516
ENSG00000180801.14,ARSJ,79642,4,-1,113900284,113979727,-0.887592951,5.238631001,15.55190693,0.002623185,0.012784617
ENSG00000180815.14,MAP3K15,389840,X,-1,19360056,19515508,0.580696538,-0.079055085,0.739130596,0.411633111,0.570518806
ENSG00000180817.12,PPA1,5464,10,-1,70202835,70233911,-0.278434959,7.88638299,32.48427057,0.000179807,0.001875241
ENSG00000180822.11,PSMG4,389362,6,1,3231403,3303373,-0.264976876,3.751008521,2.508688905,0.14351657,0.264199741
ENSG00000180834.7,MAP6D1,79929,3,-1,183815922,183825594,0.189977687,2.242117225,1.236157958,0.291575091,0.444114839
ENSG00000180879.13,SSR4,6748,X,1,153793516,153798499,0.246059225,7.519566541,11.5078302,0.006612771,0.025183324
ENSG00000180881.19,CAPS2,84698,12,-1,75275979,75390928,-0.516794729,0.738148479,3.769229652,0.080138012,0.171258114
ENSG00000180891.13,CUEDC1,404093,17,-1,57861243,57955412,0.204589821,5.780862816,3.279343867,0.09948171,0.20117926
ENSG00000180900.19,SCRIB,23513,8,-1,143790920,143815773,0.081437544,7.391660733,1.531997747,0.243376877,0.390135875
ENSG00000180901.11,KCTD2,23510,17,1,75032575,75065889,-0.236195159,5.319873007,13.60631114,0.004006412,0.017493003
ENSG00000180902.18,D2HGDH,728294,2,1,241734602,241768816,0.325671216,4.207812502,17.0666426,0.001930485,0.010185117
ENSG00000180914.10,OXTR,5021,3,-1,8750381,8769628,-0.175024685,5.515621773,0.847593057,0.378363337,0.537318782
ENSG00000180917.17,CMTR2,55783,16,-1,71281389,71289715,-0.20462505,5.378014803,12.60256811,0.005059608,0.020581952
ENSG00000180921.7,FAM83H,286077,8,-1,143723933,143738234,0.150518579,7.897347016,3.980773459,0.073244145,0.159359924
ENSG00000180953.11,ST20,NA,15,-1,79898840,79923702,-0.237663914,1.985283389,2.66852244,0.132611834,0.249430928
ENSG00000180957.17,PITPNB,23760,22,-1,27851669,27920134,-0.112130858,6.939880766,2.452071732,0.147653221,0.2702684
ENSG00000180964.17,TCEAL8,90843,X,-1,103252995,103255192,0.022371472,4.695276008,0.01698841,0.898816803,0.942735378
ENSG00000180979.10,LRRC57,255252,15,-1,42537820,42548802,-0.035322389,4.838947885,0.568152063,0.467932097,0.62302538
ENSG00000180992.7,MRPL14,64928,6,-1,44113451,44127452,-0.107110901,5.773769478,1.035380229,0.332282175,0.489200548
ENSG00000180998.12,GPR137C,283554,14,1,52552836,52637713,0.67279632,1.983661263,13.69511295,0.003926563,0.017276574
ENSG00000180999.11,C1orf105,92346,1,1,172420685,172468831,-0.358561116,-1.158934179,0.142742645,0.718041036,0.825406967
ENSG00000181004.10,BBS12,166379,4,1,122732702,122744942,0.545221545,1.809887085,11.27211018,0.007018801,0.026323172
ENSG00000181016.9,LSMEM1,286006,7,1,112480853,112491062,-0.191525971,-0.502951152,0.301889086,0.594451805,0.731461899
ENSG00000181019.13,NQO1,1728,16,-1,69706996,69726668,-0.151973377,8.675670249,9.235308778,0.012134155,0.039940695
ENSG00000181026.15,AEN,64782,15,1,88621337,88632281,-0.522948322,5.490478829,48.00687678,3.55E-05,0.000652475
ENSG00000181027.10,FKRP,79147,19,1,46746046,46776988,-0.200035735,4.97321101,13.00415125,0.004602477,0.019202723
ENSG00000181029.9,TRAPPC5,126003,19,1,7680833,7687703,0.240670936,5.354971479,8.921618395,0.013277508,0.042669672
ENSG00000181031.15,RPH3AL,9501,17,-1,212389,386254,-0.01656472,3.006880366,0.025446578,0.876354654,0.929756436
ENSG00000181035.13,SLC25A42,284439,19,1,19063994,19113030,0.258375559,2.687915458,3.122096444,0.106904836,0.212645788
ENSG00000181038.13,METTL23,124512,17,1,76726830,76733936,-0.199456553,4.364281319,8.409979831,0.015434985,0.047977807
ENSG00000181045.15,SLC26A11,284129,17,1,80219699,80253500,0.407084144,3.314658231,6.076052596,0.032823791,0.085381886
ENSG00000181061.13,HIGD1A,25994,3,-1,42782908,42804490,-0.195114247,7.12979511,15.0816432,0.002896546,0.013769992
ENSG00000181085.15,MAPK15,225689,8,1,143716340,143722458,0.698863786,-0.414537342,2.148104002,0.172696617,0.304182009
ENSG00000181104.7,F2R,2149,5,1,76716126,76735770,1.134252119,6.033035839,5.691826499,0.037635656,0.094819555
ENSG00000181143.15,MUC16,94025,19,-1,8848844,8981342,-0.202680077,6.151088681,0.086853585,0.774090379,0.863284676
ENSG00000181191.11,PJA1,64219,X,-1,69160851,69165521,0.241575776,4.866077976,13.51682486,0.004088856,0.017719939
ENSG00000181192.12,DHTKD1,55526,10,1,12068954,12123221,0.72038289,5.638531353,74.11839616,5.17E-06,0.000205802
ENSG00000181215.15,C4orf50,389197,4,-1,5897373,6200555,-0.341304334,0.064583519,0.347369162,0.585422171,0.724386514
ENSG00000181218.5,H2AW,92815,1,-1,228456979,228457873,0.548181212,4.397481774,9.489201742,0.011294837,0.03778307
ENSG00000181240.13,SLC25A41,284427,19,-1,6426037,6433779,0.501706048,-1.965301606,0.951635579,0.351732709,0.509346707
ENSG00000181264.8,TLCD5,219902,11,1,120325296,120333686,0.074305669,3.374739444,0.265821045,0.617070638,0.750412401
ENSG00000181274.6,FRAT2,23401,10,-1,97332497,97334729,-0.105989921,4.103169585,0.971781459,0.346902592,0.504254146
ENSG00000181284.2,TMEM102,284114,17,1,7435435,7437679,0.293702488,3.223990862,1.35122009,0.271378516,0.421396455
ENSG00000181350.11,LRRC75A,388341,17,-1,16441577,16492193,0.383128384,2.428719011,4.251831138,0.065450053,0.146004723
ENSG00000181378.14,CFAP65,255101,2,-1,219002846,219041527,0.439379375,-0.698048368,0.288145304,0.609932552,0.744538291
ENSG00000181381.13,DDX60L,91351,4,-1,168356735,168537786,0.231509058,6.570520905,1.91635243,0.195613822,0.332718248
ENSG00000181392.16,SYNE4,163183,19,-1,36003307,36008813,0.47797988,2.634177105,3.25474088,0.100599448,0.203023488
ENSG00000181396.13,OGFOD3,79701,17,-1,82389210,82418637,0.290639813,5.162941606,11.86458689,0.006050617,0.023526821
ENSG00000181404.17,WASHC1,100287171,9,-1,14475,73865,-0.016602361,3.05290113,0.036930337,0.851355684,0.913111792
ENSG00000181409.13,AATK,9625,17,-1,81110487,81166221,0.93813755,1.747739049,14.69228582,0.00314906,0.01458621
ENSG00000181418.8,DDN,23109,12,-1,48995149,48999375,-0.012771146,2.03130293,0.004706367,0.94662371,0.969822381
ENSG00000181458.10,TMEM45A,55076,3,1,100492619,100577444,-0.025680145,2.974813125,0.0164554,0.900407083,0.943505234
ENSG00000181467.4,RAP2B,5912,3,1,153162226,153170627,0.67963341,6.491030375,59.24496889,1.42E-05,0.000369832
ENSG00000181481.14,RNF135,84282,17,1,30970984,30999911,0.135340737,4.044944835,2.677725004,0.132016702,0.24875416
ENSG00000181513.14,ACBD4,79777,17,1,45132600,45144181,0.213841539,2.650663165,2.533505621,0.141750198,0.262089103
ENSG00000181523.13,SGSH,6448,17,-1,80206716,80220923,0.405295617,4.25283446,18.51450281,0.001464002,0.008294703
ENSG00000181544.15,FANCB,2187,X,-1,14835961,14873069,-0.311562097,2.736512069,6.780139454,0.025804124,0.070756944
ENSG00000181585.5,TMIE,259236,3,1,46694528,46710886,0.329312491,0.769846027,1.114599974,0.317836378,0.473376809
ENSG00000181588.16,MEX3D,399664,19,-1,1554672,1568325,-0.814139318,5.141359902,71.36006493,6.14E-06,0.0002247
ENSG00000181610.13,MRPS23,51649,17,-1,57834781,57850056,-0.328638018,5.786173175,65.58123173,9.00E-06,0.00028001
ENSG00000181619.11,GPR135,64582,14,-1,59429022,59465342,0.144981339,1.421217309,0.936334924,0.355468481,0.513190082
ENSG00000181625.17,SLX1B,79008,16,1,29454501,29458219,0.171183586,4.828323991,0.684757887,0.426772613,0.584310102
ENSG00000181634.8,TNFSF15,9966,9,-1,114784652,114806039,-0.536123087,5.124964504,6.55520416,0.027828488,0.075157215
ENSG00000181649.7,PHLDA2,7262,11,-1,2928273,2929420,-0.533510524,5.451035689,6.989561986,0.024077927,0.067105318
ENSG00000181652.19,ATG9B,285973,7,-1,151012209,151024499,0.566329071,1.996362043,8.336641477,0.015777886,0.048745142
ENSG00000181704.12,YIPF6,286451,X,1,68498562,68537282,-0.217181776,6.753000132,16.87569185,0.002004531,0.01047865
ENSG00000181744.8,DIPK2A,205428,3,1,143971823,144048719,0.003978229,4.829811605,0.002870918,0.958297548,0.977518984
ENSG00000181751.10,MACIR,90355,5,1,103258763,103278660,-0.511906496,4.234573369,28.84666478,0.000287235,0.002622937
ENSG00000181754.7,AMIGO1,57463,1,-1,109504178,109509738,0.977094979,2.026296172,6.065779027,0.032942339,0.085543724
ENSG00000181773.7,GPR3,2827,1,1,27392622,27395814,-1.121105697,1.059915498,16.61709362,0.002110313,0.010914461
ENSG00000181781.9,ODF3L2,284451,19,-1,463346,474983,0.055851994,-1.88781687,0.001828211,0.967046359,0.982203315
ENSG00000181789.14,COPG1,22820,3,1,129249606,129277773,0.308143866,7.601836512,19.3224332,0.001262599,0.007447268
ENSG00000181790.11,ADGRB1,575,8,1,142449430,142545009,1.325640893,1.697668109,12.49151539,0.005195522,0.020996323
ENSG00000181804.15,SLC9A9,285195,3,-1,143265222,143848485,0.54923243,-1.475740471,0.79869646,0.391955504,0.550650229
ENSG00000181817.6,LSM10,84967,1,-1,36391238,36397908,-0.15585706,4.527116714,5.331831871,0.042946898,0.105227011
ENSG00000181826.10,RELL1,768211,4,-1,37590800,37686376,0.851518031,4.118666076,27.17091206,0.000361941,0.00307765
ENSG00000181830.8,SLC35C1,55343,11,1,45804072,45813016,0.418819811,5.705436609,22.8310744,0.000695141,0.004858213
ENSG00000181852.17,RNF41,10193,12,-1,56202179,56221933,-0.022840606,5.52079893,0.085048483,0.776377741,0.864400706
ENSG00000181856.14,SLC2A4,6517,17,1,7281718,7288257,0.079884329,-1.349549786,0.011813188,0.915767297,0.952853109
ENSG00000181873.13,IBA57,200205,1,1,228165804,228182257,0.227750706,3.849659778,2.705349353,0.130250528,0.246052791
ENSG00000181885.18,CLDN7,1366,17,-1,7259903,7263983,0.012471168,7.398475585,0.005442614,0.942608071,0.967413745
ENSG00000181904.9,C5orf24,134553,5,1,134845680,134859735,-0.436089443,6.27022692,37.34844596,0.000102103,0.001312786
ENSG00000181915.4,ADO,84890,10,1,62804720,62808479,-0.116104619,5.362199958,3.518152986,0.089400273,0.185627612
ENSG00000181924.7,COA4,51287,11,-1,73872667,73876901,-0.262783335,6.034933556,14.97642861,0.002962308,0.013983795
ENSG00000181929.12,PRKAG1,5571,12,-1,49002274,49018807,-0.322128112,5.664829395,47.16845749,3.83E-05,0.000685318
ENSG00000181938.13,GINS3,64785,16,1,58295080,58406147,-0.659596982,4.392580311,87.8087196,2.37E-06,0.00013872
ENSG00000181982.18,CCDC149,91050,4,-1,24806117,24980204,1.24047296,3.040778932,41.27829945,6.74E-05,0.001008522
ENSG00000181991.16,MRPS11,64963,15,1,88467453,88480776,-0.254702092,5.135612161,22.28212925,0.00075974,0.005186065
ENSG00000182004.13,SNRPE,6635,1,1,203861599,203871152,-0.232643197,6.374893409,12.33236424,0.005398034,0.021562498
ENSG00000182010.11,RTKN2,219790,10,-1,62183035,62268844,-0.813482216,5.210141006,2.642927869,0.13428511,0.251969741
ENSG00000182013.18,PNMA8A,55228,19,-1,46466491,46471563,-0.38825993,1.531744148,1.003441157,0.34192324,0.499193494
ENSG00000182022.18,CHST15,51363,10,-1,124007668,124093598,0.781366643,5.024934956,46.21252219,4.18E-05,0.000723293
ENSG00000182040.9,USH1G,124590,17,-1,74916083,74923256,2.036291973,0.758141879,12.60453068,0.005057245,0.020577994
ENSG00000182050.13,MGAT4C,25834,12,-1,85955666,86838904,-0.820975677,2.914521181,0.999149276,0.361218768,0.518846603
ENSG00000182054.9,IDH2,3418,15,-1,90083045,90102477,0.098752173,6.635973057,0.803888188,0.390476725,0.549311773
ENSG00000182070.5,OR52A1,23538,11,-1,5146824,5154757,-1.792622835,-2.565656685,5.817415402,0.050710451,0.119405563
ENSG00000182087.14,TMEM259,91304,19,-1,1009648,1021179,0.226205009,7.437976065,10.49262585,0.008592922,0.030776054
ENSG00000182093.15,GET1,7485,21,1,39377698,39428528,-0.157404958,4.879644749,3.562163867,0.087683914,0.182885292
ENSG00000182095.14,TNRC18,84629,7,-1,5306790,5425414,0.025473504,7.745469195,0.077184581,0.786665335,0.870094192
ENSG00000182103.5,FAM181B,220382,11,-1,82729940,82733864,-0.467061455,-2.305634828,0.328731303,0.829275884,0.899212618
ENSG00000182107.6,TMEM30B,161291,14,-1,61277370,61281761,-1.305543747,6.391000669,8.91291652,0.013311035,0.042768131
ENSG00000182108.11,DEXI,28955,16,-1,10928891,10942468,0.643181496,4.599844378,26.61690705,0.000391614,0.003243142
ENSG00000182117.5,NOP10,55505,15,-1,34341719,34343136,-0.369475968,6.488087017,12.13896221,0.005657045,0.022330916
ENSG00000182118.8,FAM89A,375061,1,-1,231018958,231040254,0.170117299,2.821096449,1.049194932,0.396549602,0.555364584
ENSG00000182134.16,TDRKH,11022,1,-1,151770107,151791416,-0.158631769,4.103086512,1.929149842,0.194247584,0.331221338
ENSG00000182149.20,IST1,9798,16,1,71845996,71931199,0.109525604,7.136555227,4.633941289,0.056122999,0.129593426
ENSG00000182150.15,ERCC6L2,375748,9,1,95871264,96121154,0.165281578,3.001748749,4.338360585,0.063180046,0.142054315
ENSG00000182154.8,MRPL41,64975,9,1,137551879,137552555,-0.636773907,5.623706438,12.90565194,0.004709844,0.019485875
ENSG00000182168.15,UNC5C,8633,4,-1,95162504,95549206,-0.909016781,0.89291346,1.783651669,0.210559896,0.351061716
ENSG00000182173.13,TSEN54,283989,17,1,75515944,75524735,0.3561474,4.866536046,30.30446457,0.00023684,0.002280692
ENSG00000182175.14,RGMA,56963,15,-1,93035273,93089204,0.304095199,1.6161628,0.654543181,0.436844231,0.593868985
ENSG00000182179.13,UBA7,7318,3,-1,49805209,49813953,0.853946438,3.355644439,6.925701366,0.024589044,0.068144805
ENSG00000182180.14,MRPS16,51021,10,-1,73248843,73252693,-0.146582585,6.98519844,16.62237335,0.002108087,0.010914461
ENSG00000182185.18,RAD51B,5890,14,1,67819779,68730218,-0.391155986,2.464596587,15.86261168,0.002459485,0.012214157
ENSG00000182195.7,LDOC1,23641,X,-1,141111605,141177129,0.48493419,2.590188042,0.499026264,0.858441461,0.917990837
ENSG00000182196.13,ARL6IP4,51329,12,1,122980060,122982913,-0.076790199,6.575667923,2.312018898,0.158564816,0.285683067
ENSG00000182197.11,EXT1,2131,8,-1,117794490,118111826,0.181860032,6.25017321,12.28129801,0.005465014,0.021764461
ENSG00000182199.11,SHMT2,6472,12,1,57229573,57234935,-0.419005055,7.39270493,33.3282462,0.000162242,0.001742395
ENSG00000182208.14,MOB2,81532,11,-1,1469457,1501247,0.313510446,4.129203369,15.15662639,0.002850747,0.01362668
ENSG00000182218.9,HHIPL1,84439,14,1,99645129,99680569,0.483977028,0.83906346,3.826386307,0.081237933,0.172834986
ENSG00000182220.14,ATP6AP2,10159,X,1,40579372,40606848,0.014656395,7.282948564,0.110723531,0.746018237,0.843155106
ENSG00000182224.12,CYB5D1,124637,17,1,7857746,7862282,0.033345136,4.293027418,0.132709454,0.72303185,0.827736393
ENSG00000182240.16,BACE2,25825,21,1,41167801,41282530,0.308587426,5.629371813,6.19766284,0.031459199,0.082722936
ENSG00000182247.10,UBE2E2,7325,3,1,23203020,23591794,0.286898142,4.363634169,9.78408028,0.010406178,0.035664899
