Geneid	HISAT2 on dataset 210 and 211: aligned reads (BAM)	Length
102503429	0	389
101929082	0	784
104310351	0	568
8507	15076	5728
3074	27082	2437
84340	7767	4171
10412	10322	1554
26049	1357	6732
51301	115	3436
104326191	11	534
256006	235	6405
3156	29944	5037
10087	6110	5796
51426	3210	5767
728780	5	2849
134359	813	2395
22987	0	11658
10788	5222	6119
2151	311	3429
100302746	0	486
2149	30746	3810
2150	2107	2883
170591	8	2190
1393	0	1838
55109	9157	4509
84327	905	1419
677828	12	138
728723	102	1142
8622	377	5049
55255	3171	4262
23440	4	3460
6902	12078	2447
105379045	191	3546
101929154	0	470
8546	10524	7177
728769	485	1550
9522	7543	6257
10184	1018	5100
411	1848	7721
29958	24	4452
23743	2	2651
635	2	2500
133746	4101	9129
9456	1056	4312
105379046	29	1514
167153	4257	4396
202333	44	12892
345778	3832	7934
7060	424	3719
101929215	6	2716
256987	4277	7362
644936	0	1394
84654	0	1872
441089	77	1362
9765	9203	10688
167555	139	3162
340120	75	4623
103689917	0	443
1719	9933	3917
100462981	11	1036
4437	2615	4447
102524628	0	539
5924	95	8307
1160	33	1646
100131067	511	2915
84240	2510	2781
134526	0	2295
23635	1885	4465
83734	1153	5776
6228	67838	3314
92270	364	5634
100616297	0	70
102546175	0	632
153339	10522	4587
677765	2	134
7518	1711	2778
1462	1006	12416
105379054	6	5016
1404	48	4989
10085	6	5529
285622	0	2680
1350	18793	407
100500805	4	79
100505878	0	759
100422887	0	76
101929380	0	1474
55338	0	2898
5921	5870	6852
644285	13	5214
902	2507	3593
153396	1974	4778
100505894	120	1391
102546226	0	1626
645323	14	4186
407047	0	87
4208	20	7184
101929423	0	3189
100500825	0	100
101929495	0	573
1070	1928	1430
731157	14	475
153364	805	4280
10622	1760	3816
116068	3678	4580
84059	2	19490
100505994	24	1009
57561	4297	4161
100129716	103	2502
441094	1831	6748
7025	29212	3728
83989	2388	14678
100313887	0	93
134187	1	1295
285600	140	11909
84250	1965	13586
79772	310	7143
153643	2	2123
9652	9745	5704
153642	2610	3406
285601	0	3377
317671	50	3896
83890	7	3515
22836	724	5646
2745	261	1658
202299	0	1917
22936	386	6128
101929710	0	473
693168	0	75
5122	0	5243
831	19344	5719
51752	2980	10281
64167	2075	5691
101929747	0	2015
4012	4100	4795
167410	0	3967
55781	3600	4684
102546227	0	729
285704	2078	7358
503569	23	2030
1105	8276	6805
100289230	138	1876
100652833	0	4036
102724855	0	1033
100133050	11	701
441098	0	4629
345757	741	1414
7903	0	7752
100302288	0	84
353189	0	5556
133482	0	3332
100861468	0	593
285708	0	1796
5066	5207	5586
54826	561	3580
23262	6825	7007
90355	2115	3611
105379197	0	909
102467212	0	432
83594	3972	3503
9366	0	625
102467213	0	572
1946	5228	6842
64839	1684	13525
100652853	173	437
2241	934	5674
9867	12604	4869
4124	8006	7373
100289673	0	1266
642987	29	10243
100302159	0	87
91137	5259	4982
85480	0	4264
134430	6227	6592
814	0	2242
134429	2	5337
100505678	2	5525
9315	9	3408
100873948	0	610
64097	157	6464
114915	958	1194
654322	8	133
101927023	0	711
54508	0	1396
102467214	0	832
102467216	0	476
324	4939	11216
6728	2517	2988
7905	9267	3116
167227	4697	10206
4163	209	9366
83942	0	2478
64848	5754	8059
3781	0	4304
101927078	0	2033
101927059	0	751
55521	169	5268
5229	2538	9724
153733	920	3031
56929	1487	6259
100302736	0	3773
353376	0	3203
101927100	11	830
51014	6028	4063
102467217	0	699
1036	0	1936
9140	3625	4563
1176	4566	4820
206338	16	8982
644100	0	1125
51397	3409	5981
101927190	0	3258
57556	34	7048
101927233	0	967
102467223	0	396
728342	0	3091
102467224	0	879
100505811	0	1219
101927280	0	3199
102467225	0	543
285605	299	5984
100422885	511	85
1657	5258	13166
100847085	0	80
25816	272	3506
3295	11122	2938
340069	0	1375
51334	2	2699
102467226	0	504
94033	0	879
153443	960	2836
4015	36	5399
133923	0	1964
100505841	0	1607
9627	4	6222
153163	0	1424
101927379	0	1652
6643	7939	7110
28966	745	3011
5480	1599	1236
93166	14	10416
153241	2504	4912
1456	3741	4739
103724389	0	737
57507	139	7052
101927421	0	608
101927460	0	1336
102546228	0	566
101927488	0	660
65983	770	4131
501	16076	5311
51808	7163	3641
389320	0	459
4001	14355	3403
115123	179	8176
401207	139	6324
105379198	17	1244
84466	13	8696
105379199	0	909
133619	6218	4922
613212	0	1860
644873	908	2954
6558	3335	7055
2201	0	10724
28965	0	2971
51015	954	1942
100616175	0	79
100616325	0	86
103689846	0	786
171019	0	5434
100127206	0	573
337876	0	6164
3094	14451	1319
90624	4133	6247
56990	4786	3657
51735	2775	9382
96459	5878	6614
728637	0	1561
23305	144	6916
3562	0	924
1437	2	785
100861518	0	836
8974	6889	3548
102465498	0	70
8572	1744	2295
6583	193	2260
553103	30	1802
100500865	7	110
6584	2706	3376
441108	32	805
3659	2752	3558
105379200	7	1828
3567	0	1172
10111	17281	6597
101927761	4	534
3596	0	1282
3565	10	618
11127	1710	6974
645121	28	4767
23176	3103	6611
134548	8	3474
134549	1733	5642
2661	78	4030
27089	5548	1585
116842	20	707
27125	19056	9925
105379177	22	4181
54819	1854	2436
3308	34490	3385
23105	13	7442
100302134	0	111
56951	15681	2281
7416	30195	2497
101060024	12	1392
6932	17011	11685
6500	18950	2699
5515	15974	2643
100500905	0	96
51265	312	4095
7320	2792	2634
91368	3205	2449
102546229	0	705
101927934	172	1108
23338	12202	7553
51128	5253	6651
10802	4753	7059
819	6772	2795
9879	9692	6277
134553	8017	5754
79770	4699	3689
84105	810	2378
100616209	0	74
347732	54	1367
5307	4495	2383
100996485	91	2474
101927953	4	843
340073	0	2160
9555	12920	4946
140947	3	3135
497189	0	1273
4762	0	1668
9547	9	1975
340074	0	2042
100847082	0	91
153328	2	4964
3578	0	591
26223	0	1794
3950	0	1077
7045	2073	2805
100126299	0	100
9597	38	1810
4090	7864	7098
389332	2	1696
57113	0	3483
6695	22	4827
26249	1256	7875
100126343	0	78
10949	14906	2967
4888	9	2988
9499	139	2272
27039	76	3436
51306	3602	5971
7478	1	2089
8382	390	1950
10902	10974	4982
10112	10124	3471
8697	8817	3155
2676	6	1931
995	2317	2570
51307	9027	4712
51780	18752	6951
51308	2417	2266
1958	8123	3136
2107	25990	4264
3313	56717	3506
26785	28	68
105379194	57	909
1495	33772	5276
26045	0	5672
64374	6061	2098
724102	510	1546
9782	45618	5989
26821	0	200
51247	10266	1741
9963	24	3007
51237	2	827
389333	250	3251
202051	147	2149
202052	1349	5102
641700	46	1146
340061	914	2365
7322	9642	2984
51523	2315	2443
84249	39	4601
101929696	0	701
9542	251	8407
100505636	225	3138
5813	3072	5294
492311	746	2871
101929719	2	583
84418	1743	910
5201	5327	1402
1839	287	2358
83697	9	4306
404734	2	8349
54882	537	8460
8637	31	691
10011	3103	2104
10307	1024	2158
102465499	0	81
113829	9299	2933
55374	1778	3849
929	522	1806
4695	4707	893
3550	9984	1935
100500820	0	83
54853	2738	3674
373863	442	1603
3035	11780	2306
23438	3679	2610
153527	10487	1610
56664	0	98
56663	5	88
56662	0	88
56147	29	5592
56146	58	6047
56145	40	5341
56144	1000	5460
56143	30	5317
56142	58	5448
56141	5	5236
56140	28	5311
9752	12	9254
56139	22	5567
56138	26	6954
56137	28	5454
56136	6	5293
56135	270	5662
56134	431	6126
56119	0	2866
101926905	0	1010
29930	0	2587
56133	18	2774
56132	2	3586
56131	2	3874
26167	0	2922
56130	0	3266
54661	0	2411
56129	0	3756
56128	4	2711
57717	2	4532
56127	9	4412
56126	24	3262
56125	43	3271
56124	4	3408
56123	0	3503
56122	85	3963
54660	10	3197
84054	8	4632
56121	4	2886
83884	0	1435
6879	11794	2295
56114	33	4653
56113	11	4916
56112	5	4671
56104	187	4614
56111	95	4887
56103	58	4617
56110	44	4623
56102	30	4757
56109	30	4638
56108	18	5063
8641	6	4593
9708	6	5669
56101	4	4638
56107	0	4668
56100	0	4644
56106	21	4734
56099	59	4966
56105	7	5298
56120	0	1973
26025	6	4813
5098	8001	4973
56098	44	4797
56097	44	4818
1729	19431	6037
100505658	0	2477
8841	9267	1945
285613	585	2928
89848	636	4366
64411	449	5601
5097	802	8992
729080	0	1070
9812	4174	6745
51294	60	6562
9604	6988	5141
10007	12686	2675
80762	12751	3597
81848	1975	7011
101926941	60	591
2246	15	5055
101926975	39	2232
23092	469	11859
100874239	0	978
100874372	0	388
2908	7602	10310
100846991	0	112
57824	0	384
81555	5112	3453
57528	19	15192
153768	329	7554
643226	1	2625
153769	1589	6396
153770	23	1199
51520	24403	4905
54439	11191	6595
5459	0	1182
10915	10579	4430
134391	0	1260
5521	0	3603
100874361	0	447
202374	0	5663
1809	8	6219
153469	0	1920
9832	0	9272
6690	0	610
117156	0	518
389336	0	4910
11005	34	4147
408187	0	609
404203	0	733
105378220	0	1671
102546294	0	2100
153218	0	509
84651	6	550
643394	3	453
81545	2985	4674
3360	0	4207
154	45	2042
79628	2044	26580
693169	0	97
255187	20	792
22885	45	6391
134265	250	6162
134266	1650	4105
78991	3501	2757
27190	2	1156
728264	0	1003
406935	0	106
406937	0	88
1452	25327	2795
389337	472	5711
133522	1157	11503
494327	1	66
5145	1	6533
644762	3	1620
1836	3371	8075
81789	755	4547
22993	7475	5406
1436	38	4022
5159	26	6557
1044	0	1772
6534	0	3739
815	19	4904
340075	10	3167
6949	16716	6106
972	74	1681
6208	89685	786
102546298	8	407
3340	14264	9112
11346	400	10503
91977	2	4169
55696	4096	2346
51164	7480	4516
85027	675	2334
345611	14	3533
91975	1586	3636
134466	0	2420
2878	473	1761
10318	5368	3493
309	23803	3115
26112	692	3399
2760	6621	3690
285641	0	3413
153201	0	3800
206358	3094	7819
2196	46	16723
102465246	0	62
6678	478	3590
101927096	0	1973
475	1700	489
100652758	71	1175
10146	33230	8837
2741	2	2458
101927115	1	403
56923	0	2106
101927134	0	2177
2890	0	6223
10827	2052	4340
4238	5032	5346
55568	3721	5956
100302181	0	142
386627	61	3450
79685	2187	6269
9421	0	1738
100422950	0	61
23367	32417	9044
100302284	2	86
10826	1804	4832
100616306	0	83
9337	7485	3338
25929	10517	5404
29093	4628	3173
285643	46	4426
6444	0	10390
153743	12	1991
91937	0	2566
26762	4	3255
84868	4	2430
9443	1272	1475
153745	0	2033
3702	0	4366
26999	366	6936
408263	0	2126
102724404	0	1362
348938	145	3501
8728	990	8921
11063	24	5981
100190949	0	797
54974	1155	1591
134353	1238	6584
9685	12915	4985
101927697	0	3748
1879	0	5945
101927740	0	2863
153830	7776	4312
134510	3966	2392
3593	0	2347
285626	0	1580
285627	0	2012
101927766	0	5607
147	2	5718
7265	4544	1482
114825	2442	10023
2172	0	1087
79616	118	4732
114898	0	2634
63920	526	2925
10569	4266	4117
9232	5384	1160
100422938	0	82
406938	0	99
23120	0	8316
285629	0	2323
2561	0	7556
2559	0	2519
2554	0	4917
104326188	0	697
2566	0	4077
900	22065	2769
134492	4446	1358
3161	7968	3141
101927813	3	1269
27430	9410	2515
101927835	0	520
102546299	0	583
102557615	0	566
57451	12	10415
101927908	0	630
101927862	10	518
23286	392	6937
5917	14063	2140
345630	6	1058
79646	4580	3387
406895	0	78
100302238	0	62
6586	2	9734
101927969	0	1949
407001	0	110
728095	0	869
693170	0	94
54908	3489	4692
1794	2	6871
100131897	2	5972
100616498	0	79
2299	0	2296
100507267	0	1334
133874	0	904
3937	3	2752
257358	0	2242
30820	1	3051
3779	0	1562
101928033	0	1215
105377716	0	1433
2568	2	3665
64901	780	5828
30012	0	1493
100500831	2	105
4869	158738	2281
8817	36	1982
644994	0	1036
23291	5544	4944
6793	3674	6168
285588	7	1331
92181	3351	3152
100288254	3	1802
285590	2820	7977
54492	4534	6443
100847029	0	99
101928093	11	846
1843	1879	2024
57222	10319	3942
51121	4519	989
100268168	20	1998
8992	13638	882
677841	0	204
153222	1731	9054
662	557	1487
1482	1815	1961
8614	6	5343
102465862	0	82
285593	11	3023
91272	6070	1934
101928136	0	570
101928154	0	741
80315	1355	7899
133491	0	2522
51617	0	2452
101928176	0	1079
4488	499	2208
100616202	0	54
441116	0	2143
1812	0	3373
94081	13154	4115
3274	0	8342
10814	57	5633
84321	8879	2235
105377746	0	2818
100996385	0	1550
202134	2	1794
100507387	0	967
643201	17	4292
375484	1282	5770
57179	9490	2849
285598	30	6064
100302203	0	86
51491	2807	1994
192286	2769	611
1212	5939	1786
23197	21092	4564
22838	3769	5015
54825	275	4545
114787	4061	4227
6620	355	1570
100422962	0	62
253314	8	2076
26262	7016	2588
102577424	0	610
90249	1133	6958
3101	2	3195
51720	3851	3204
23567	2874	5448
2264	1561	3539
101928726	0	804
64324	24032	13570
53917	1826	1839
27166	3971	1273
83463	844	3161
10960	21282	1832
10636	467	2544
6569	0	3461
345456	0	530
2161	304	2236
2870	3919	4125
340037	29	1600
80758	2256	8118
1627	19323	4473
9260	3644	2368
79930	173	3527
51428	7734	2173
54540	2821	4826
54732	20805	1402
11285	2419	2956
202181	208	2857
285596	0	2942
728554	0	1827
5626	0	1464
105377772	0	1113
653316	0	1077
23138	80	6964
64777	3573	2673
55651	11057	855
64396	0	2923
3182	18782	1816
85007	1331	3626
91522	6	3226
57396	1115	3555
102724657	0	2335
6940	1846	3216
729522	0	2175
117608	1046	2978
80108	257	2405
285676	35	2338
2916	6	6143
345462	253	3556
30832	14	8052
9509	0	7070
80230	7182	3293
101928445	23	1966
3187	35565	3941
285679	20	2261
646019	28	810
821	151547	5624
9794	9711	5723
4056	18	667
11282	15035	3370
100302156	0	69
8878	29269	5859
51149	365	1201
23061	17940	5165
55819	5854	2432
442908	0	95
255426	151	2790
5601	6124	6224
9945	631	4109
57472	10947	6544
92304	0	466
2324	14	6837
134083	0	936
4245	9667	4939
100859930	1113	1665
729678	1518	2082
643836	2488	5103
79908	0	3938
10917	0	2440
153579	231	5355
102465882	0	82
7240	0	73
100189362	0	82
100189273	0	82
791232	0	73
26693	0	948
285659	0	948
100188990	0	73
7241	0	73
100189541	0	73
100189004	0	82
100189328	0	82
100188992	0	73
7219	0	72
102577426	1	467
7236	0	72
81786	898	4833
100189280	1	72
100189399	0	73
7239	0	73
790966	0	73
100049614	0	73
100616342	0	68
90933	3881	3663
10399	156445	1109
619571	198	72
619570	68	63
101928649	323	1013
84851	835	2328
100507602	473	1622
100132062	13	4370
26683	0	939
441123	0	442
285766	0	2050
56940	1254	3528
105375104	2	1584
3662	2	5461
55770	5427	4636
105374874	0	1831
135458	0	1026
101927691	0	2409
101927353	0	5877
285768	0	2339
94234	36	2319
2295	0	2187
102466720	0	98
101927703	74	1612
2296	1287	3452
2762	1697	3467
100508120	117	1588
154386	0	2070
340156	65	6895
56897	6855	2807
1992	4523	3339
100616285	1	77
221756	128	1252
101927730	2	650
5272	8245	4469
5269	15757	4010
401232	445	2809
4835	7345	2538
401233	310	4616
101927759	50	1668
8737	4091	4290
670	2028	2231
7280	6878	1621
100507194	2	1443
347733	2391	2128
389362	1220	2020
63027	675	7344
221749	351	2472
26240	6	1618
8899	11202	8241
222826	0	3495
404220	19	3260
10455	4580	1573
100507506	50	2277
102724096	0	804
497048	0	1190
9425	3650	4124
10799	814	2394
100129461	78	4470
57128	1228	6642
648791	50	1736
100500900	0	90
10667	2767	4173
101927972	0	548
101927950	0	806
51299	6	2761
2162	0	4044
102466866	0	132
100847034	0	76
285780	2	2023
9450	0	879
6239	3966	9863
6745	20944	9776
285782	3	3425
83732	2200	3125
1832	4801	9792
154007	1776	4173
654	28	3105
100526836	0	3352
81567	1245	3496
105374908	14	1126
206426	0	4243
100526837	0	2992
63915	0	2787
9521	433	1245
100124533	10	126
51000	2315	2567
100506207	49	2868
728655	0	484
266553	2	1611
105369145	0	1008
7020	16472	4584
100130275	238	1304
221718	336	3018
100846998	0	78
2651	5877	10550
347744	282	977
55003	2105	1999
51522	7391	1187
81853	4516	1811
4117	57	4191
9247	0	2936
221711	12	3130
101928191	0	1031
54898	122	4494
100506409	0	2093
221710	2284	4693
405754	0	3304
4739	6	5780
100113407	817	8413
84830	869	7687
101928253	0	385
3096	2090	10473
1906	76	2332
221692	14	7128
100130357	12	3457
51256	1248	1385
54438	532	10984
23408	1730	6337
51406	4866	1006
10048	3207	3239
63933	2302	5474
221687	918	3797
9308	404	2522
102216342	0	3697
3720	2104	6825
100506681	2	517
84062	453	2858
101928406	0	1539
29116	887	3072
100616269	0	69
2766	224	1658
6310	50	10636
101928433	0	3477
401236	0	1322
221662	318	5165
10486	4571	3316
101928491	0	1045
51439	4820	4745
9972	11526	6097
63971	3661	9239
378884	50	2134
7172	2459	3286
221656	3430	4575
7913	19662	2873
255488	27	5082
693125	0	97
100189287	0	72
101928519	0	2132
3400	2	3876
154141	453	5712
105375105	21	1875
1871	2543	5347
54901	1665	3398
100874531	0	987
6659	798	4879
401237	0	1902
729177	0	2295
5617	0	1501
154150	0	1073
140767	0	2408
51473	14	4820
353219	0	1382
57380	5030	4490
2822	119	5911
7915	3166	5170
9856	48	7398
51567	2056	1925
55856	4007	4395
81688	12816	5510
51053	2331	2487
101928603	0	821
9750	0	9061
8418	2	3390
101928663	0	1181
105375106	7	781
55604	715	6053
10590	0	1482
221613	0	500
255626	0	437
387319	0	429
10050	0	5900
6568	0	3958
10786	0	1808
10246	0	2568
10475	1947	5802
3024	0	781
8350	17	469
8359	27	372
8366	26	357
8358	113	472
8335	36	477
3018	20	431
8352	108	459
3006	1313	732
3077	7833	3131
8364	58	390
3010	2	725
8347	105	438
8334	803	546
3008	74	785
3017	801	1350
8344	73	435
8360	62	367
8351	132	921
3013	0	510
8343	42	430
8367	40	377
8339	10	445
3012	91	564
8353	54	462
3007	59	777
8361	0	368
8369	0	367
8968	0	466
8345	0	425
8355	0	467
8346	0	437
8365	138	374
7210	0	72
7232	0	73
100189218	0	84
100189321	0	72
100189185	0	72
100189430	1	82
100189094	0	72
100189436	0	72
100189410	0	73
100189382	0	82
100189396	0	73
100189040	0	72
100189048	0	72
11118	1201	4158
10385	2119	4168
11119	1849	6331
54718	310	2483
10384	622	3002
11120	2598	3686
285819	0	2904
696	6	3942
100189288	0	83
493812	3615	5688
100189319	0	74
7231	0	73
100189227	2	73
10473	6282	1969
100189308	0	72
100189153	0	74
100189223	0	72
100189110	2	73
100189272	0	73
100189337	0	73
100189162	0	73
100189219	1	73
29777	3436	2264
79692	1757	4892
100189303	0	146
100189401	0	148
100189391	0	73
100189354	0	73
100189372	0	74
100126484	0	73
100126481	0	74
387036	26	1200
100133205	4	977
100270746	58	941
100189028	1	74
100189172	0	72
100189157	0	82
8970	48	481
8969	200	498
85236	3899	839
8294	36	370
85235	34	481
100422934	4	63
100189196	0	73
100188987	0	72
100189143	0	74
100189336	0	74
100189368	0	73
100189041	0	82
100189167	0	73
100189099	0	73
100189067	0	83
100189014	0	73
100189310	0	74
10279	335	2865
7202	0	74
100189213	0	74
100189363	0	73
100189408	0	73
100189329	0	72
100189002	0	82
94026	0	3170
105375107	0	2084
387316	0	1203
100189345	0	72
100189182	0	73
7754	0	4190
346157	1116	4803
7738	764	3443
100189077	0	82
100189158	11	72
23437	0	82
100189247	0	82
100189292	0	72
23540	4	82
100189189	0	72
790951	0	82
100189352	0	82
94017	0	82
100189268	0	72
100189070	0	82
100189012	0	73
100189390	1	73
100189200	0	72
100189053	0	73
100189297	0	72
100189038	0	84
100189301	0	84
100189300	0	74
100189131	0	74
791231	0	73
100189095	0	74
100189428	0	73
100189205	2	82
100189161	0	73
100189340	0	74
100189071	2	74
100507173	62	3194
100189164	0	83
100189374	2	74
100189101	0	73
791230	0	73
100131289	68	828
7212	0	72
100189214	0	72
100189074	0	72
8340	39	453
8329	159	469
8357	467	473
8331	242	439
8342	8	446
8363	88	356
8362	11	354
8330	50	460
8341	49	449
8332	80	470
3009	97	790
8354	56	477
8368	10	364
8356	86	478
8336	223	487
8348	56	467
100189315	0	72
100189314	0	71
81697	0	1212
26212	6	942
7718	328	2378
221584	70	4055
100129195	143	2186
80345	201	1444
7745	4346	10233
651302	52	1649
7746	607	3501
100189159	0	82
222699	224	3592
387032	769	6238
222698	0	1662
7741	917	3472
84547	412	3703
64288	1381	4846
80317	709	5199
9753	494	11709
222696	0	11523
100189344	0	74
100189118	0	82
100189035	0	74
257202	0	1712
2880	0	1909
100189348	0	74
100189034	0	73
114821	0	6858
100189138	0	72
100189225	0	82
100189299	0	72
100189114	0	72
100189360	0	74
100189046	0	72
100189400	0	72
100189395	0	72
100189047	0	72
100189092	0	72
100189433	0	74
100189033	0	72
100189178	0	72
100189365	0	73
100189332	0	73
100189082	0	72
100189145	0	73
100189149	0	72
100189137	0	73
100189346	0	72
7154	0	71
100189170	0	73
100189042	0	72
100189066	0	72
100189293	0	74
100189093	0	72
401242	0	2785
100189295	0	72
100189084	0	73
100126476	0	83
414760	0	411
5987	2	2969
100189237	0	83
100189121	0	72
100189202	0	82
729583	0	755
100189216	0	73
100189234	0	73
100189111	0	73
100189254	0	73
100189024	0	72
100189169	0	82
282890	13	4203
100129636	0	727
26692	0	963
442184	0	1106
442186	0	1075
26707	0	1041
101929006	0	482
442191	0	966
81696	0	1411
81797	0	1869
26529	0	1033
26531	0	2229
442194	0	1039
26716	0	4686
116511	0	1137
105375007	0	469
100507362	0	2791
10537	0	990
692092	0	77
7932	0	3635
2550	33	6498
4340	0	3024
346171	0	2167
3134	0	3950
285830	0	1905
340198	0	342
54435	0	2043
554223	0	1285
3135	0	1578
3136	96	1519
80868	0	2624
3105	6146	1611
10255	0	653
80862	0	2430
3137	0	1553
100507399	0	1822
30834	2	878
6992	6	1850
80352	0	2170
11074	0	2051
104533120	0	549
135644	0	2855
10107	0	4211
89870	0	2224
7726	4	3608
414778	0	732
3139	0	4622
414777	1	8894
56658	0	3805
202658	0	1567
79897	0	587
105375108	0	1124
3133	8	2662
2794	0	7910
80742	0	3845
23	38	3464
100126314	0	86
5514	3	4692
28973	0	1923
79969	0	5156
221545	0	1979
8449	5	4962
170954	0	4599
11270	2	1926
9656	9	8136
203068	14	3117
10211	0	1897
8870	0	1240
401247	0	2052
780	2	4829
100616237	0	90
2968	6	1716
57176	68	3735
389376	0	454
135656	0	5286
394263	0	2537
100507679	0	6384
285834	0	2183
29113	0	1136
170679	0	908
1041	0	2583
170680	0	1152
54535	336	3218
6941	32	3480
5460	8	2768
100130889	0	593
253018	0	1720
3107	27	1586
3106	2380	1698
102465537	0	93
100507436	4	2398
10866	0	2539
352961	0	1180
4277	0	3253
401250	0	709
100532737	0	2305
7919	0	2160
692233	0	76
692199	0	78
534	0	1603
4795	0	1606
4049	0	2591
7124	0	1676
4050	0	894
7940	0	894
259197	0	1258
199	0	1577
7916	37	6951
677820	0	132
102466745	0	72
7917	393	5335
55937	0	1608
57827	8	2475
7918	0	3497
1460	1	1132
58496	4	774
80741	0	726
7920	2	2481
100616230	0	63
259215	0	898
79136	0	792
58530	0	402
80740	0	881
80739	0	2681
23564	3	2162
1192	2	1774
4439	0	2992
100532732	0	4063
401251	0	915
104413891	0	636
80737	2	3185
7407	25	4297
57819	8	880
3305	0	3140
3303	0	2429
3304	4	2520
50854	1	860
26801	0	64
26797	0	64
4758	4	2071
80736	0	2743
10919	4	4226
717	0	3938
221527	0	2384
102060414	0	762
629	1	2627
7936	3	1625
100302242	0	102
6499	5	4233
1797	0	1669
8859	0	1817
720	0	5426
1590	0	2429
7146	0	2783
721	2	5427
1589	0	2150
7148	27	13927
1388	2	2616
63943	0	1362
80863	0	1896
100507547	19	1155
9374	0	2239
100532746	0	2728
80864	0	1316
10554	1653	3386
102466190	0	87
6048	0	1137
102465500	0	61
177	0	1832
5089	69	3213
63940	0	1841
4855	0	6745
101929163	0	2792
10665	0	4347
414764	0	615
56244	0	4275
3122	0	1280
3127	0	1317
3128	0	1235
3123	20	1217
3117	6	1660
3119	127	1664
3118	0	1152
100616218	0	68
3120	0	1360
3112	0	1372
6891	0	6218
5696	0	1773
100507463	0	1586
6890	0	3145
5698	0	1048
100294145	0	3690
3109	0	1397
3108	0	1122
105375109	0	1244
6046	30	5629
3111	0	3628
3113	0	1780
3115	0	4203
3116	0	805
1302	0	7773
6257	0	3022
7922	0	2454
7923	0	995
407002	0	110
6015	0	1738
414765	0	703
6293	32	3485
6222	12	542
8705	0	1686
9277	0	2524
102466754	0	63
10471	0	733
102465501	0	81
5863	0	4019
6892	12	4081
9278	0	2729
1616	14	2615
3833	17	3084
5252	16	2908
51596	108	1199
8831	194	6010
100847012	0	107
221504	0	2712
578	2782	2310
449520	0	999
401253	0	2107
3710	16443	9230
84300	1760	1338
100500873	15	107
117283	56	4277
221496	3985	3108
4295	3	572
100507584	0	3151
102466816	0	66
100302123	0	80
2914	78	8430
3159	40782	2489
102465502	3	64
221491	845	1187
11165	493	2396
100529239	0	2529
6204	95	880
29993	2931	5602
25803	1	2938
64771	12754	4667
6631	8442	1217
54887	6649	9868
6882	3056	2229
23294	3682	8254
6954	0	2387
222663	116	8062
7629	1104	4455
50619	4059	2296
5467	3211	5251
2178	870	2743
4736	42157	719
102465668	18	72
7005	1109	2991
7287	14	2126
2289	6268	10628
100847048	0	73
105375110	11	1201
285847	29	1732
221481	51	1334
389383	8	611
340204	2	477
1208	0	657
222662	9	2187
6732	14541	4390
116369	4	3608
1432	8004	4712
5603	34	6348
27154	6769	6833
285848	2	6093
389384	0	3888
51513	7	2435
222659	8	2108
222658	9606	6027
11329	4620	4347
6428	22801	3600
100500885	0	77
101154753	2	1506
1026	245	2637
105375039	13	1137
401258	4	5003
57699	46	5480
51645	3372	1737
221477	10682	7991
221476	4	2470
23787	18543	3473
221472	5	6201
5292	1409	2709
221468	13	3832
55633	1693	4856
9025	2791	5800
23070	9816	4460
154467	747	621
100505530	0	1201
100616413	0	58
266727	1814	9761
60685	6615	4269
114781	1445	12497
2739	30957	2047
1769	0	14648
100131047	0	2125
2740	0	3123
55776	1243	7388
8645	3000	3783
89822	0	4160
83795	0	2042
221458	8	5496
23500	14	8398
100505635	0	665
4337	804	4973
401260	0	3122
732253	0	1085
57497	0	4537
101929535	0	735
101929555	0	2243
222643	23	3128
222642	5	1637
10930	15	1634
221443	1278	1174
4800	3647	6219
221442	19	4569
340205	0	1341
54209	10	1067
79865	0	3828
340206	0	1137
285852	0	2070
221438	0	213
105375057	0	1158
54210	0	3938
9436	0	1084
103106903	0	816
101060264	67	815
116113	4111	6090
100616178	0	66
4188	8	2333
7942	279	3565
5225	0	1813
10817	270	3126
29964	369	1646
100188893	7360	854
25862	1108	10005
9477	2284	2478
705	1932	3009
896	3606	3161
129685	2249	5189
647024	4	6742
2978	0	2358
2979	31	2301
55173	6328	2182
55809	9639	8338
23304	10027	9118
5961	2	3027
442211	0	619
6903	1981	1651
23506	1082	6663
401261	37	2635
285855	23584	4021
441150	309	552
171558	0	1443
10695	5211	1929
27232	282	2822
5190	3368	3498
4201	3804	2149
5528	9074	3064
116138	13007	2019
88745	4672	1159
9820	7366	5656
51069	3389	1731
89953	816	3285
5754	11958	4446
6722	4269	4267
23113	4659	8108
10591	4600	797
84630	0	7636
10864	0	3407
401262	0	2217
24149	3895	8464
89845	3706	6234
102466746	0	79
65989	589	2749
93643	2105	3249
221424	124	1782
25844	5932	1841
9533	2161	1470
57510	12455	5364
5429	2819	8412
54676	3110	3101
9587	1967	1630
221421	19	1132
55168	1766	1411
7422	3709	3779
100132354	6	2282
101929705	24	2297
221416	33	3642
64928	2741	1494
55362	7261	3986
11131	14	2866
2030	6489	3268
3326	280586	2895
347734	7589	2362
100616124	0	80
4794	479	2581
441151	64	4619
202500	29	2896
57505	3987	5301
221409	0	1108
988	6927	6549
100616352	1	82
8464	851	5852
693171	0	97
860	133	7937
53405	0	9112
22875	0	4680
59084	0	3878
10231	0	4371
101926915	0	3811
101926898	0	1350
